target_contrast_gene_name,naive_suppression,tolerance_suppression,stim_de_genes,stim_downstream,n_cells_target,rest_de_genes,rest_downstream,is_core_essential,is_iei,z_l2,rank
TRA2A,0.1514766424307229,0.0951446984770088,1,0,284.0,1.0,0.0,False,False,106.17286150301392,3600
CD4,0.1514763799314834,0.0953587116442121,1,0,674.0,1.0,0.0,False,False,103.1792224560062,3601
TUBA1A,0.1512741998569092,-0.040643682924733,2,1,913.0,3.0,2.0,False,False,97.524347510924,3602
RADX,0.1509960151455171,-0.3967291260886744,2,1,1109.0,1.0,0.0,False,False,94.73394750996935,3603
RPUSD4,0.1507919110741245,0.3017093783386639,2,1,262.0,2.0,1.0,False,False,104.22066983520467,3604
CCDC77,0.1507172468528536,0.6713425110956899,3,2,230.0,0.0,0.0,False,False,100.37699347505568,3605
TMEM115,0.1507165726616869,-0.323433915790295,3,2,745.0,9.0,8.0,False,False,97.20276292871311,3606
MAGEF1,0.1505648059438975,-0.1425456559255979,2,1,732.0,2.0,1.0,False,False,102.1248736439698,3607
ABRACL,0.1504778754932135,0.4809029053920997,1,0,711.0,1.0,0.0,False,False,92.81558448085796,3608
YTHDF1,0.1503370163392122,-0.184195033593855,1,0,942.0,1.0,0.0,False,False,92.18170908060168,3609
INPP5A,0.1502361306920859,-0.6178369613754353,2,1,544.0,2.0,1.0,False,False,103.12594462760092,3610
VPS26A,0.1502320180038759,0.9618952236304028,2,1,505.0,13.0,12.0,False,False,97.77538143776582,3611
AFF4,0.1500281004754378,0.6330501547421328,1,0,505.0,10.0,9.0,False,False,105.50031850326926,3612
PDLIM2,0.150012037430995,0.2806559445107195,159,158,258.0,73.0,72.0,False,False,127.02771845363,3613
ERI1,0.1499863893365564,0.2417657352385885,14,13,251.0,,,False,False,103.9410640820385,3614
TBC1D2B,0.1499440487354405,-0.6441189893579415,3,2,1244.0,1.0,0.0,False,False,103.51335545939148,3615
METRNL,0.1498770671746807,0.0914265566112277,4,3,320.0,0.0,0.0,False,False,109.77521288118574,3616
EPOP,0.149582572723772,0.1445727268463369,4,3,285.0,3.0,3.0,False,False,107.18663064457274,3617
ITGAM,0.1494382477214352,0.0258199282217381,2,1,113.0,28.0,27.0,False,False,105.58090090043665,3618
WBP2,0.1494360849862811,0.2271436839863053,3,2,520.0,2.0,1.0,False,False,97.63716229316108,3619
GEN1,0.1490159075403481,0.806938863782184,8,7,611.0,1115.0,1114.0,False,False,108.99244131291717,3620
RCSD1,0.1484709634077155,0.6309465500063127,2,1,820.0,1.0,0.0,False,False,89.48723190003878,3621
LYPLA1,0.1479890216203429,0.6180581137158169,12,11,493.0,1.0,0.0,False,False,105.67519435265925,3622
AKIP1,0.1479383294253308,0.2389865318190785,1,0,219.0,1.0,0.0,False,False,99.780782142697,3623
SAMD9,0.1479298529676434,-0.0146057648612312,4,3,1274.0,3.0,2.0,False,False,103.59847198298624,3624
NDRG3,0.1479093392744778,0.0435856330620961,6,5,258.0,1.0,0.0,False,False,106.90837092326882,3625
SFT2D1,0.1478383037412466,0.5252570778821765,2,1,1426.0,4.0,3.0,False,False,104.53175741683968,3626
LARP1B,0.1478099299321235,0.3282475134510121,1,0,604.0,1.0,0.0,False,False,95.01285401586242,3627
RRAGD,0.147725826024913,0.4586663512595705,3,2,409.0,1.0,1.0,False,False,96.63906978604044,3628
ALKBH8,0.1476488761883111,-0.1385970356617094,7,6,501.0,7.0,6.0,False,False,105.9769808214911,3629
SCAP,0.1475383115065711,0.5652126282061432,234,233,176.0,24.0,23.0,False,False,127.11223274951762,3630
C19orf12,0.1474850051054747,-0.4569013422201043,3,2,805.0,2.0,1.0,False,False,91.81926017476934,3631
SLC9A1,0.147386751382701,-0.1261577549900093,7,6,316.0,9.0,8.0,False,False,110.60157035999887,3632
NDST2,0.1473269958430476,0.0561172926822579,1,0,769.0,158.0,157.0,False,False,96.6329837585683,3633
CD81,0.1471375592635344,-0.2880987598153804,2,1,707.0,2.0,1.0,False,True,92.87051995658824,3634
TOR1A,0.1469556891032607,0.0577418717730063,59,58,1060.0,78.0,77.0,False,False,111.24351454036108,3635
SUCO,0.1467449867763385,-0.2328483023453915,2,1,419.0,2.0,1.0,False,False,98.2246355433634,3636
PARK7,0.1467169790562284,-0.4925993930269817,95,94,1534.0,7.0,6.0,False,False,130.11398144115273,3637
PTPN18,0.1465834393149548,-0.0076804739512387,1,0,1093.0,1.0,0.0,False,False,100.0766904104392,3638
PPP2R5A,0.1465570738992855,0.486416181487285,1,0,1195.0,1.0,0.0,False,False,95.45332063512976,3639
PUS3,0.1464380572893045,0.1871201743406426,4,3,557.0,36.0,35.0,False,False,97.76170208713532,3640
TMTC4,0.1463419507600838,0.5367389325719523,2,1,1399.0,2.0,1.0,False,False,93.46561054711457,3641
MPRIP,0.1463019781569866,0.1075001857843096,1,0,613.0,2.0,1.0,False,False,101.45110718963382,3642
ATP11B,0.1458880512004099,0.301720466118649,12,11,23.0,51.0,50.0,False,False,108.1787873285584,3643
KLHL24,0.1456507710162446,0.8089198186057253,3,2,425.0,1.0,0.0,False,False,108.32681692777116,3644
CETN3,0.1456325467570296,0.2495997282714268,1,0,807.0,1.0,0.0,False,False,93.37725318313464,3645
TMEM43,0.1455855566899938,0.4719929701067126,2,1,501.0,2.0,1.0,False,False,97.03470874319392,3646
GLB1,0.1455317370303674,0.0152612147087775,2,1,392.0,1.0,0.0,False,False,93.04375980934614,3647
RAB4A,0.1454196490969764,-0.1216248689546108,6,5,535.0,15.0,14.0,False,False,104.1406775325045,3648
LRRC40,0.1453320023033165,0.0565408359937377,1,0,407.0,1.0,0.0,False,False,98.29859701619284,3649
TAF12,0.1449978309007334,0.5285585774425589,4,3,1561.0,1.0,0.0,False,False,95.44926611069036,3650
NOTCH2,0.1449408026456455,-0.0296965322443855,1,0,687.0,1.0,0.0,False,False,97.26645502486666,3651
ZFP36L1,0.1447367993153991,0.2468929254250021,9,8,799.0,1.0,0.0,False,False,93.4426608189278,3652
CNP,0.1446572199797632,0.0836876367852048,14,13,424.0,12.0,11.0,False,False,106.385950636524,3653
B3GNT9,0.144574191808559,-0.1104840458240188,4,3,378.0,3.0,2.0,False,False,103.7649848659902,3654
SRA1,0.1444121106153332,1.3710477698727308,87,86,55.0,,,False,False,116.11003189817508,3655
MAN2A2,0.1443990739281385,0.5996982846379002,13,12,365.0,21.0,20.0,False,False,114.60676393566972,3656
ACAP3,0.1443116449392202,0.3532957618157462,2,1,472.0,9.0,8.0,False,False,100.12104828255288,3657
MAP3K10,0.1439634076335663,-0.243286511982994,1,0,373.0,13.0,12.0,False,False,91.92145922523063,3658
ATP13A3,0.1438541871740345,0.7992616633393731,37,36,609.0,8.0,7.0,False,False,124.66851348849592,3659
YIPF2,0.1436704571719622,0.0393855108734997,5,4,491.0,3.0,3.0,False,False,100.58832125495417,3660
SRGN,0.1434822050826232,0.000831995152851,3,2,1058.0,3.0,2.0,False,False,93.40249766918566,3661
EVL,0.1432618477624428,0.6587797192629952,4,3,862.0,3.0,2.0,False,False,99.00101659023863,3662
KCTD13,0.1431122365650592,-0.0911168275928021,1,0,1228.0,1.0,0.0,False,False,89.07347722048766,3663
PCMTD2,0.1430254484586585,0.8692600505553053,2,1,606.0,1.0,0.0,False,False,96.93449561818164,3664
TOMM34,0.1426385711156805,0.0711705412907553,1,0,611.0,1.0,0.0,False,False,95.71998844044404,3665
VRK1,0.1425480697036974,-0.1348571337547564,1,0,211.0,6.0,5.0,False,False,106.31096860032342,3666
GPBP1,0.14212459685763,0.9689200847714752,6,5,1295.0,6.0,5.0,False,False,99.08375643699831,3667
BMI1,0.1418941809820501,-0.2195457573949007,14,13,137.0,34.0,33.0,False,False,107.62259571925226,3668
KLF12,0.1418862793562391,-0.4999191766910041,1,0,999.0,2.0,1.0,False,False,93.7345905349262,3669
PKM,0.1416060430736301,0.0778146494112242,202,201,296.0,57.0,56.0,False,False,125.95225284119512,3670
ALAS1,0.1415072076626406,0.0806372599842731,13,12,82.0,3.0,3.0,False,False,105.72392080563836,3671
SMG9,0.1411261166309713,0.3613109264379823,1012,1011,610.0,420.0,419.0,False,False,176.0685638106662,3672
ZNF680,0.1411043935779406,0.8083832125041086,2,1,643.0,4.0,3.0,False,False,116.7675961110713,3673
PPP1R11,0.1410312827379478,0.7116081259750537,633,632,83.0,420.0,419.0,False,False,142.09962063412345,3674
SP140,0.1409496029356584,-0.2363803282467444,1,0,819.0,5.0,4.0,False,False,89.70427700955666,3675
SENP3,0.1405450715782094,0.4550519901955272,2,1,682.0,28.0,27.0,False,False,103.1302677355247,3676
RIOX1,0.1405112599893968,0.2797988791604413,4,3,1241.0,1.0,0.0,False,False,97.04105976051034,3677
FAM89A,0.1404728404485123,0.6262313093594233,1,0,1074.0,3.0,2.0,False,False,96.26068954375631,3678
CHKB,0.1403433789068562,-0.1606158143404021,3,2,579.0,4.0,3.0,False,False,108.70171831608847,3679
KDM2A,0.1402730088505532,0.1426044270252837,190,189,492.0,258.0,257.0,False,False,124.52182630709504,3680
RB1CC1,0.1401797823895584,0.383632971596561,581,580,271.0,392.0,391.0,False,False,144.68441556405625,3681
ESYT1,0.1399921463187607,0.3066277413761451,2,1,166.0,,,False,False,93.79426367783913,3682
NUMB,0.1399451760279794,0.1891902650439161,10,9,385.0,8.0,7.0,False,False,101.6675848453196,3683
PRNP,0.1398674712090136,-0.0687891347133787,10,9,674.0,3.0,2.0,False,False,97.67722987669455,3684
ZFYVE28,0.13986599564275,-0.1487178934360424,1,0,683.0,1.0,0.0,False,False,95.1119895547384,3685
ATP5MF,0.1395608962294753,-0.2875909789767452,689,688,160.0,96.0,95.0,False,False,142.8424785850162,3686
CD84,0.139459824086618,0.1816481077431763,1,0,394.0,2.0,1.0,False,False,91.08189616595816,3687
DBNL,0.1394032224210651,0.1615620657333041,6,5,2642.0,8.0,7.0,False,False,92.9877176268138,3688
ZCCHC24,0.1393801069272993,-0.4037336883773662,8,7,764.0,35.0,35.0,False,False,113.54092116353374,3689
GSTM3,0.1392110968455543,0.3044482243156411,1,0,658.0,1.0,0.0,False,False,93.28747056716756,3690
KIFBP,0.1391812007875154,-0.1370246160826647,1,0,314.0,4.0,3.0,False,False,100.41173476764034,3691
MIER3,0.1391136329968536,-0.3983114335675874,2,1,628.0,12.0,11.0,False,False,103.0023708686538,3692
KCNA3,0.1390031570288476,0.4268630349752331,7,6,864.0,7.0,6.0,False,False,98.7606620732338,3693
TOP6BL,0.1388415280248575,0.7534419219080872,6,5,560.0,1.0,0.0,False,False,104.7243915690832,3694
KIAA0319L,0.1380969343907001,0.3594251087531019,2,1,376.0,15.0,14.0,False,False,102.59328838710316,3695
PSAT1,0.1379132967012309,-0.1465539399004135,4,3,893.0,1.0,0.0,False,False,99.26459965322006,3696
DPH5,0.1378541475593229,-0.307138181200311,1254,1253,180.0,484.0,483.0,False,False,163.42533271310737,3697
TMEM109,0.1378138235635048,0.3641437112861731,2,1,590.0,2.0,1.0,False,False,104.6685775638428,3698
GLG1,0.1375419354335722,0.3226255689409484,2,1,507.0,1.0,0.0,False,False,100.89170033441266,3699
NAPSA,0.1375029299040251,0.3099954825988901,9,8,1082.0,1.0,1.0,True,False,101.30857095372578,3700
ZNF880,0.1373861112712208,0.5054437240923026,8,7,1128.0,2.0,1.0,False,False,101.6206844130738,3701
LGALS3BP,0.1373328569308674,0.7781633551131739,2,1,705.0,4.0,3.0,False,False,100.05620892078248,3702
PUS1,0.1371206291415778,0.0063489539783629,7,6,732.0,6.0,5.0,False,False,108.95955872793654,3703
RIF1,0.1370545372880791,-0.7634600489928638,4,3,538.0,12.0,11.0,False,False,110.3020691290689,3704
INTS14,0.136959120255848,-0.1867326214012403,714,713,168.0,810.0,809.0,False,False,150.60940332391456,3705
AP3D1,0.1369000649820895,0.046748146947797,2,1,683.0,72.0,71.0,False,True,97.52545813894405,3706
MICAL1,0.1361071771851106,0.0885295269729342,1,0,469.0,3.0,2.0,False,False,97.413611776077,3707
MDFIC,0.1360669485841399,0.5327092980438342,1,0,1516.0,1.0,0.0,False,False,101.55736444455464,3708
SBDS,0.1359295041849533,-0.0084778124639435,78,77,304.0,34.0,33.0,False,True,120.18493553118432,3709
SLFN12L,0.1354627940952091,-0.0015139092068239,4,3,1395.0,2.0,1.0,False,False,93.555935572443,3710
RFX3,0.1353158299513878,-0.0614646382404864,1,0,313.0,1.0,0.0,False,False,103.61415516273512,3711
LHPP,0.1351067522598176,-0.926507106317253,6,5,668.0,3.0,2.0,False,False,120.1536611900644,3712
BATF3,0.1350953876494988,-0.9596502932570712,4,3,1105.0,3.0,2.0,False,False,99.42965665391912,3713
KIF13B,0.1350276694474127,0.0138311640491879,1,0,559.0,1.0,0.0,False,False,104.2012309293391,3714
CD101,0.1349806225340172,0.7757698527556582,1,0,1046.0,0.0,0.0,False,False,108.26548001845626,3715
TRIM65,0.1348312312685524,-0.020923210986651,4,3,766.0,2.0,1.0,False,False,92.22605751527097,3716
EMP3,0.1345991056483572,-0.3526942333548147,1,0,460.0,4.0,3.0,False,False,98.65105142436232,3717
PIF1,0.1345844478935272,-0.3988933952362536,5,4,988.0,2.0,1.0,False,False,93.64116797923305,3718
LSS,0.1345446698924631,0.3676752027493324,153,152,165.0,2.0,1.0,False,False,123.6233224748622,3719
RCAN1,0.1342395214837216,0.1499505403788597,1,0,970.0,0.0,0.0,False,False,90.70637430141748,3720
ACACA,0.1341810292445379,-0.1986910636523289,913,912,904.0,4.0,3.0,False,False,150.7187307886527,3721
MIDN,0.1340766889724808,0.1946351242961385,4,3,478.0,22.0,21.0,False,False,100.99049335556664,3722
TRAF1,0.1339858542063989,0.1469225564288672,2,1,973.0,1.0,0.0,False,False,102.29464717271011,3723
IMMT,0.1339356306074369,0.0800017658296049,1,0,139.0,282.0,281.0,False,False,109.59454308917869,3724
RNF114,0.1339129218866329,0.0688335522432716,3,2,531.0,3.0,2.0,False,False,95.72643643028968,3725
PXN,0.1336753721993697,0.0564676952701695,3,2,906.0,2.0,1.0,False,False,98.4016392535814,3726
CMC2,0.1336511447936684,0.783779785780859,20,19,268.0,2.0,1.0,False,False,113.79979258550402,3727
GBE1,0.1335853940033919,-0.0301763323256087,1,0,495.0,1.0,0.0,False,False,103.48713534385008,3728
PPP4R1,0.1333640080458874,0.1654898056089263,1,0,391.0,1.0,0.0,False,False,100.30712700443348,3729
ESRRA,0.1333256802582571,-0.2290524202876939,25,24,724.0,1.0,0.0,False,False,96.3472976115906,3730
GNPDA2,0.1330873064562731,-0.1012332248353607,1,0,719.0,167.0,166.0,False,False,103.11765246214044,3731
CUTC,0.1330872240031468,-0.0999474627357632,3,2,365.0,6.0,5.0,False,False,93.5583594811104,3732
WDR45B,0.1330285900668251,-0.0291754563240413,6,5,108.0,3.0,2.0,False,False,101.3433857622636,3733
ARMC10,0.1328120704666168,-0.4011772732091112,3,2,759.0,1.0,0.0,False,False,96.3548976745306,3734
TRIB1,0.1327560604550973,0.6886849008200775,1,0,484.0,0.0,0.0,False,False,100.43398278067691,3735
ATAD2B,0.1327442951039292,-0.5375076993868944,6,5,510.0,5.0,4.0,False,False,110.51944461200848,3736
EPS15L1,0.1327235662399507,0.4853952384863162,18,17,216.0,10.0,9.0,False,False,111.44710822962348,3737
CIC,0.1326756405257157,0.0668836866306874,3,2,711.0,4.0,3.0,False,False,92.02435020122792,3738
YIPF4,0.1326053437750035,0.5178981670211558,2,1,332.0,1.0,0.0,False,False,96.78017111391377,3739
GNPAT,0.1325187406483457,-0.3421791603567581,2,1,131.0,24.0,24.0,False,False,97.53286672102762,3740
UGGT1,0.1324973976722105,0.3492612361080376,18,17,753.0,52.0,51.0,False,False,105.52741862793204,3741
PTK2B,0.1323125292571783,0.538600289634183,1,0,1672.0,1.0,0.0,False,False,94.36856254503928,3742
EEF2K,0.1322306321135236,0.3882678916476614,7,6,264.0,9.0,8.0,False,False,105.21702529074102,3743
SLC35B3,0.1322301468016178,-0.3386380993400946,1,0,668.0,1.0,0.0,False,False,94.3394725932027,3744
RLIM,0.1322058188787123,0.2980215929804823,4,3,1009.0,1.0,0.0,False,False,98.60716819964448,3745
PAIP1,0.1319998066029521,0.4632652662094021,55,54,181.0,118.0,117.0,False,False,116.60179728106338,3746
SLC35E4,0.131786721855274,0.7493118109713383,3,2,527.0,0.0,0.0,False,False,102.50320242294411,3747
UBE3A,0.1315732160574069,0.4068001820982191,4,3,570.0,2.0,1.0,False,False,103.87896165262572,3748
RIMKLA,0.1313898430224358,0.413833761256781,6,5,784.0,6.0,6.0,False,False,101.32711481297602,3749
ADI1,0.1313179745660679,0.30239512859676,3,2,760.0,4.0,3.0,False,False,103.84020968366752,3750
RAB12,0.1312087691993988,-0.6000149148701609,2,1,683.0,1.0,0.0,False,False,95.10597065302149,3751
NFXL1,0.131098235551789,-0.1818925054156087,1,0,317.0,1.0,0.0,False,False,96.45849095747194,3752
BMF,0.1308882410538683,-0.3369584705591154,3,2,1236.0,1.0,0.0,False,False,92.0679856261256,3753
PPP2R1B,0.1302094652157429,0.0568917034393485,2,1,357.0,2.0,1.0,False,False,101.28674751845988,3754
VEGFB,0.1292724922657364,-0.1647303957043631,1,0,877.0,3.0,2.0,False,False,97.1875235444638,3755
IL4,0.1291216419846665,0.2994812875419226,3,2,778.0,1.0,1.0,False,False,102.22793450225358,3756
EHD4,0.1288854983050516,0.5631073348995034,2,1,570.0,1.0,0.0,False,False,95.98707707819266,3757
ALS2,0.1287447787383179,0.0344569394983711,1,0,279.0,102.0,101.0,False,False,107.21558490607842,3758
KNSTRN,0.1287430773799309,-0.6932027252890162,2,1,1244.0,2.0,1.0,False,False,93.5894013795984,3759
APLP2,0.1285069625312653,0.019076135863067,1,0,901.0,2.0,1.0,False,False,93.190723335752,3760
BICD2,0.1285053792712207,0.7671442617331913,1,0,848.0,1.0,0.0,False,False,103.8249972073441,3761
OGFRL1,0.1283531933295368,-0.1036772234240834,3,2,434.0,1.0,0.0,False,False,103.44579761354312,3762
STARD7,0.1281518828770209,-0.1396560232501148,149,148,401.0,2.0,1.0,False,False,124.91094977941896,3763
EME1,0.1276439312299948,0.9626984101826211,7,6,204.0,7.0,7.0,False,False,109.97422166773784,3764
ATP8B3,0.127584987792774,0.6185341408454667,4,3,785.0,3.0,2.0,False,False,101.4886726556592,3765
MTHFSD,0.12742624927682,0.6577636330367659,1,0,728.0,4.0,3.0,False,False,91.57283197201396,3766
MXD3,0.1273865603697371,-0.3504031164400578,4,3,729.0,5.0,4.0,False,False,101.48397958093028,3767
MSH6,0.1273337287486006,0.4468505534962319,3,2,654.0,2.0,1.0,False,True,100.04737073029663,3768
UTS2,0.1272292246261404,-0.2611603321988701,1,0,449.0,5.0,4.0,False,False,90.20937981898402,3769
PARP14,0.1270927701723788,0.5723239427769844,114,113,1995.0,374.0,373.0,False,False,125.6556314731356,3770
SCAI,0.1270311459413297,-0.5911234077459511,1,0,778.0,3.0,2.0,False,False,96.43557403386096,3771
IPO8,0.1267848108455992,-0.5405007396165002,6,5,821.0,5.0,4.0,False,False,99.24922376968038,3772
ACTR8,0.1267321512037491,1.2983487967153933,638,637,90.0,920.0,919.0,False,False,142.1761421411891,3773
UBL4A,0.1263910507538152,-0.1657096404490949,1,0,741.0,1.0,0.0,False,False,91.8194765160823,3774
HEATR6,0.1263324261950186,0.1072730941261185,5,4,812.0,4.0,3.0,False,False,106.27582361340464,3775
ABHD6,0.1262921718903081,0.2574457729907146,3,2,389.0,21.0,20.0,False,False,104.22448283808944,3776
GMFG,0.1262443900081437,-0.5929084490819854,3,2,670.0,4.0,3.0,False,False,94.65523423137452,3777
SP1,0.1259649341410566,-0.1066206355385734,407,406,505.0,129.0,128.0,False,False,139.59998971520622,3778
FOXJ2,0.1259628261016426,-0.0189200506190174,4,3,625.0,1.0,0.0,False,False,95.4952899171155,3779
RPE,0.1256184898620982,-0.2510299571634087,326,325,249.0,9.0,8.0,False,False,135.2296319541249,3780
KIF16B,0.1254289242741045,-0.5526839073005623,1,0,474.0,1.0,0.0,False,False,105.6199663383357,3781
MPV17L2,0.1250267786096078,-0.0517449217296555,2,1,503.0,2.0,1.0,False,False,101.2744794723286,3782
DVL1,0.1248750402832242,0.7599452944101452,2,1,250.0,125.0,124.0,False,False,97.51122725751218,3783
CNPY2,0.1247492974318292,-0.3124842718961795,1,0,939.0,1.0,0.0,False,False,95.8762103665265,3784
CYSTM1,0.1244669716807865,-0.214708417710756,1,0,243.0,0.0,0.0,False,False,97.45176514628125,3785
AKAP10,0.1244231119067989,-0.0904508727434291,11,10,252.0,34.0,33.0,False,False,107.99763855044608,3786
ASB2,0.1243475705986658,-0.3508620931514947,2,1,843.0,0.0,0.0,False,False,87.80943744981553,3787
PCBD1,0.1242513585239752,0.2647188659023393,3,2,744.0,5.0,4.0,False,False,95.39957431484387,3788
RAB3GAP2,0.1241590563369861,0.0153907975400117,3,2,659.0,5.0,4.0,False,False,99.00301867510817,3789
TXLNG,0.1241570838712799,-0.2209276920031491,3,2,820.0,10.0,9.0,False,False,104.93133105341524,3790
TMEM9,0.1240297943579718,-0.3143247734848642,2,1,698.0,2.0,1.0,False,False,100.71562076887312,3791
CHIC2,0.1238473162394061,0.4002241847182575,59,58,2350.0,32.0,31.0,False,False,122.91636686702316,3792
SMIM20,0.1237834301253514,-0.1055093806345268,2,1,804.0,1.0,0.0,False,False,102.96736348581102,3793
IFITM2,0.1237570967702651,0.0303831854196034,1,0,706.0,10.0,9.0,False,False,90.45880276907934,3794
NDUFAF6,0.1235553102728291,0.0379386024630514,63,62,849.0,5.0,4.0,False,False,122.4123346613548,3795
SHMT2,0.1235196547523,0.17035674801832,188,187,521.0,9.0,8.0,False,False,129.42304967390115,3796
PRDX4,0.1234816465632985,0.8479875368391981,1,0,856.0,1.0,0.0,False,False,100.8956832741858,3797
ATP2A3,0.1233955997441845,0.3039495912988379,5,4,416.0,8.0,7.0,False,False,101.99910782209048,3798
CD274,0.1232462878593212,0.3051606738862596,102,101,1514.0,24.0,23.0,False,True,123.24129769042467,3799
PCIF1,0.1231563161357058,-0.6369850790785028,6,5,720.0,4.0,3.0,False,False,109.5499481900465,3800
TIRAP,0.1230536809068251,-0.0641999646368151,2,1,743.0,1.0,0.0,False,True,98.59919366829004,3801
HSD3B7,0.1230215285499025,0.4327983462295721,2,1,879.0,0.0,0.0,False,False,98.2523513628588,3802
ZNF25,0.122883965804117,0.125903980483113,3,2,1220.0,3.0,2.0,False,False,84.38896274172097,3803
TFG,0.1228406185436413,0.0621925764666205,156,155,477.0,7.0,6.0,False,False,126.63135245255216,3804
CCDC124,0.1225142151045349,-0.1627582401266953,2,1,1236.0,6.0,5.0,False,False,99.67587368099947,3805
ZNF862,0.1224525959245523,0.1256162282889257,3,2,652.0,3.0,2.0,False,False,95.14099744796071,3806
PCYOX1,0.1224379137109037,-0.5748812066522366,1,0,1051.0,1.0,0.0,False,False,90.46996331652372,3807
C21orf91,0.1223429864720097,0.4415825742761242,1,0,558.0,1.0,0.0,False,False,94.98766919501688,3808
L3MBTL1,0.1218409108071935,-0.2685182247410894,1,0,874.0,0.0,0.0,False,False,89.85475064662548,3809
DCUN1D4,0.1218178587274478,-0.4328717515247199,1,0,341.0,3.0,2.0,False,False,98.65552038697145,3810
ZIK1,0.1217805981794094,0.62577780786796,3,2,479.0,2.0,1.0,False,False,100.99133431513798,3811
PMAIP1,0.1213933950597968,0.5768435754199968,3,2,548.0,16.0,15.0,False,False,103.8053823663975,3812
ATL2,0.1212564912700871,0.4463401536406626,10,9,218.0,2.0,1.0,False,False,114.6978874329973,3813
AASDH,0.120939215935603,0.2575612057034016,101,100,515.0,151.0,150.0,False,False,120.29188642926276,3814
SLC25A43,0.1208709008058104,-0.2827082167694086,1,0,533.0,1.0,0.0,False,False,94.30513531507874,3815
APPL2,0.1206875120533595,0.6686513994933015,9,8,1398.0,2.0,1.0,False,False,99.75890385797896,3816
ETS2,0.1205557904128459,0.8236557746126585,2,1,1310.0,2.0,1.0,False,False,97.11740829373376,3817
MDC1,0.1205204146246455,-0.0864478746333036,2,1,284.0,8.0,7.0,False,False,98.7875286799327,3818
LTN1,0.1204341375138185,-0.2928546678562774,1,0,412.0,2.0,1.0,False,False,99.64983587292114,3819
FUT8,0.1203513752006257,0.7147929491727479,3,2,522.0,12.0,11.0,False,False,92.63876494942924,3820
SLC35A4,0.1202705326962484,-0.0670773360731277,3,2,1717.0,3.0,2.0,False,False,101.46059493508524,3821
STAG2,0.120175828091343,0.927098520345448,187,186,494.0,271.0,270.0,False,False,126.04424408062457,3822
DAG1,0.1201592823553466,1.041768984484137,2,1,581.0,2.0,1.0,False,False,104.02505528558444,3823
TMCO1,0.1198849706477781,0.4519527751627361,5,4,565.0,1.0,0.0,False,False,105.76682677940327,3824
ZNF215,0.1198350137163215,-0.4630907668882268,3,2,403.0,0.0,0.0,False,False,98.54573949970548,3825
IL12RB1,0.1188814577552993,0.1741654087039314,2,1,355.0,15.0,14.0,False,True,101.4497328177795,3826
DNAJC16,0.1187923756693063,-0.0231558165596879,5,4,810.0,5.0,4.0,False,False,112.031886069002,3827
SLC25A5,0.1183926317012491,0.0300812905144043,2,1,706.0,3.0,2.0,False,False,90.60692814139615,3828
P4HB,0.1183907644718678,-0.227016013993039,131,130,516.0,191.0,190.0,False,False,117.93673619217668,3829
SCYL2,0.1181570362870051,0.3363256103016483,5,4,463.0,1.0,0.0,False,False,97.71924682732627,3830
CCDC90B,0.1180771762336544,-0.336947749585624,106,105,738.0,1.0,0.0,False,False,121.70508413161048,3831
EIF2AK3,0.1179319254892677,0.1979376032627316,3,2,450.0,3.0,2.0,False,False,109.32995163371906,3832
DNAL4,0.1177929274625475,-0.0711541837813049,7,6,774.0,7.0,6.0,False,False,113.4980767258784,3833
CEP57L1,0.1177135299578612,0.0058475495166033,1,0,443.0,1.0,0.0,False,False,96.79327290820528,3834
PPM1A,0.1176265290676119,-0.5099328830336625,2,1,1310.0,1.0,0.0,False,False,92.34330670359977,3835
ROCK2,0.1172593439991305,0.3013840155026359,1,0,912.0,2.0,1.0,False,False,98.81056747250904,3836
ELOVL6,0.1170602850347098,-0.1656023818689366,1,0,465.0,3.0,2.0,False,False,91.25225019664074,3837
BBLN,0.116997371655287,0.2186832414066531,1,0,621.0,1.0,0.0,False,False,94.28500791781744,3838
TPD52L2,0.116992106458541,-0.0940059307811156,3,2,972.0,1.0,0.0,False,False,94.4985413000528,3839
HEXB,0.1169289553079684,0.3292333817510635,1,0,538.0,2.0,1.0,False,False,94.57415310420912,3840
BTN2A2,0.1169193986591753,-0.1096689800941283,1,0,304.0,0.0,0.0,False,False,96.68914037957867,3841
RAB3GAP1,0.1168614925563959,-0.4488824633155493,1,0,407.0,1.0,0.0,False,False,101.25925100509684,3842
CD63,0.1167816732142152,0.0365766928732657,1,0,849.0,1.0,0.0,False,False,106.02184917269057,3843
COA3,0.1165331015291652,0.1129070274920709,534,533,155.0,112.0,111.0,False,False,140.59215508343627,3844
TRMT10C,0.1164578091868843,0.5947891889300194,342,341,305.0,9.0,8.0,False,False,130.17908672936645,3845
SUN2,0.1162677411323929,0.3384973165255607,2,1,1574.0,2.0,1.0,False,False,92.90371360396148,3846
CARD19,0.1162618318128141,-0.3335619214629308,12,11,1917.0,7.0,6.0,False,False,112.93096706388424,3847
SOAT1,0.1160570038246934,-0.2710142440350609,1,0,975.0,1.0,0.0,False,False,94.39948873139704,3848
GATAD2B,0.115962404955753,-0.5260736761120636,9,8,459.0,41.0,40.0,False,False,108.92792491766512,3849
ARPC1A,0.1159102420728919,0.2142272652437061,3,2,635.0,1.0,0.0,False,False,98.77893681157344,3850
CCDC34,0.1156870603946491,-0.005314968341918,1,0,1252.0,1.0,0.0,False,False,94.23432589548884,3851
