target_contrast_gene_name,naive_suppression,tolerance_suppression,stim_de_genes,stim_downstream,n_cells_target,rest_de_genes,rest_downstream,is_core_essential,is_iei,z_l2,rank
TNFRSF10B,0.1155845884965387,0.1081517309844421,1,0,620.0,267.0,266.0,False,False,100.89493127156994,3852
CD200R1,0.1155413153466811,0.5606832051882804,5,4,688.0,1.0,0.0,False,False,109.2729018474804,3853
UBE2O,0.1155295877386256,-0.4127912777548423,1,0,1057.0,1.0,0.0,False,False,97.84239990782366,3854
ATN1,0.1152940545827988,0.1381372008352969,4,3,1360.0,2.0,1.0,False,False,99.1583532432318,3855
LRRC47,0.1152116207979297,0.2414395378236274,1,0,308.0,1.0,0.0,False,False,93.99625337589096,3856
ACBD5,0.1149919783726566,0.1954190643884465,4,3,1302.0,6.0,5.0,False,False,98.0246161484315,3857
RASGRP3,0.1149608972385079,-0.3057106616061332,1,0,1039.0,1.0,0.0,False,False,96.45424830429651,3858
NARS2,0.1148145640031839,-0.1184455028053302,171,170,377.0,12.0,11.0,False,False,125.59858059613016,3859
SPPL2A,0.1147984205253996,0.3971339633510411,1,0,617.0,2.0,1.0,False,True,93.47817369909484,3860
CALU,0.1143380418169084,-0.0676422990054076,3,2,900.0,1.0,0.0,False,False,101.95410369956402,3861
CLASP1,0.1140465654630781,0.5806316667274,2,1,614.0,1.0,0.0,False,False,94.95494178254329,3862
NDUFAF1,0.1140323090608828,-0.0601015814308329,9,8,343.0,2.0,1.0,False,False,105.51515986463627,3863
PBDC1,0.114031731673396,0.8282203064870246,2,1,1018.0,1.0,0.0,False,False,88.1240147300888,3864
TRMT2A,0.1139623118558638,-0.0998196965777044,1,0,650.0,0.0,0.0,False,False,104.36327292251303,3865
NSUN5,0.1139340731721244,1.2019973815091671,2,1,404.0,3.0,2.0,False,False,96.39323253817,3866
SESN3,0.1137852756465616,-0.0169182117346964,1,0,865.0,1.0,0.0,False,False,96.5547894593476,3867
GAN,0.1135260533355523,0.325617829397441,1,0,208.0,0.0,0.0,False,False,95.36035815710206,3868
C12orf76,0.1133206538788863,0.1613510913435309,5,4,876.0,4.0,3.0,False,False,91.75511345746352,3869
AP2B1,0.1130453703606533,0.1772925604552294,12,11,324.0,9.0,8.0,False,False,107.61018871236406,3870
INPP5E,0.1129734249644902,0.1484960727976114,1,0,576.0,1.0,0.0,False,False,97.15699996392593,3871
ZNF483,0.1128355476579085,0.0032084544983985,1,0,2396.0,1.0,0.0,False,False,83.09532952868601,3872
ABTB1,0.1127835190064079,0.3428749332126903,1,0,1021.0,4.0,3.0,False,False,106.69639786876552,3873
RNF13,0.1127595148355905,-0.2546410830114514,3,2,689.0,5.0,4.0,False,False,90.98348381233272,3874
NDE1,0.1124089358886961,-0.114549140698558,1,0,638.0,1.0,0.0,False,False,96.08416425926916,3875
CD68,0.1120293142016636,-0.1152140087424549,2,1,394.0,0.0,0.0,False,False,101.34811006453072,3876
MRM2,0.112013368558576,-0.0886440838644642,39,38,975.0,2.0,1.0,False,False,121.92785652442568,3877
ACVR1,0.1119899729636984,-0.3017340673940587,11,10,288.0,7.0,6.0,False,False,105.2108141746379,3878
SLC43A3,0.1119886995479523,-0.0707417210493411,1,0,857.0,1.0,0.0,False,False,96.84400210458732,3879
GGA1,0.1119819386908283,0.72904203312976,2,1,555.0,4.0,3.0,False,False,97.05194938602143,3880
CAP1,0.1118562028101492,0.484281832204858,80,79,298.0,190.0,189.0,False,False,119.63360013523234,3881
CDK5R1,0.1118080754228928,1.039337256683931,7,6,504.0,0.0,0.0,False,False,106.44042354108484,3882
SMIM13,0.1115880513331656,-0.1943404363618132,2,1,1019.0,1.0,0.0,False,False,94.62791069605728,3883
KLF9,0.1115322498504674,0.2167299400612868,4,3,482.0,6.0,5.0,False,False,109.77987434616402,3884
ATP13A1,0.1115120776584323,-0.0348431254997672,3,2,387.0,2.0,1.0,False,False,99.6931006206094,3885
ATG4C,0.1112873876831017,0.1969951972316748,5,4,379.0,2.0,1.0,False,False,101.79816972942996,3886
TERF1,0.1112282468644547,-0.2910423771141528,6,5,541.0,6.0,5.0,False,False,105.61174564707288,3887
RCBTB1,0.111179127675899,-0.210155044107811,20,19,1601.0,21.0,20.0,False,False,101.63853247057617,3888
GINS2,0.1110977106873597,-0.3270846770488541,2,1,262.0,0.0,0.0,False,False,108.17966594641608,3889
ZNF70,0.1110594249775845,0.6333109599667351,4,3,1942.0,687.0,686.0,False,False,100.23325580849335,3890
NSMF,0.110986752549611,-0.7952297977524097,3,2,435.0,3.0,2.0,False,False,97.79053069189156,3891
DBF4B,0.1109628559018943,-0.1208068758517355,1,0,783.0,1.0,0.0,False,False,104.0490643007782,3892
DDX19A,0.1108361218903055,0.3784994971149264,7,6,397.0,1.0,0.0,False,False,108.5524040372277,3893
RAB2A,0.1103430718394317,-0.1036006149613652,1,0,294.0,2.0,1.0,False,False,98.66076460538864,3894
N4BP2,0.1102625404775565,-0.6632082993548173,4,3,1057.0,3.0,2.0,False,False,97.35067664548068,3895
NPRL3,0.1102508060530181,0.3963312046712317,1,0,683.0,55.0,54.0,False,False,99.60496100960415,3896
BORCS7,0.1102362217562385,-0.7172880650580061,3,2,795.0,3.0,2.0,False,False,93.71142140735596,3897
MAPKAP1,0.1101943017905493,-0.5848047794852038,265,264,352.0,101.0,100.0,False,False,130.18696346803563,3898
ACAA2,0.1099797945953057,0.1129598486302253,6,5,907.0,3.0,2.0,False,False,94.45454856921444,3899
APOBR,0.1099107051031168,-0.4338837597153911,1,0,1101.0,4.0,3.0,False,False,104.68269511117656,3900
ANKRD11,0.1098391437605063,-1.1233911459394996e-05,19,18,740.0,15.0,14.0,False,False,118.07754432532728,3901
STK39,0.109760880475495,-0.0009966177844301,4,3,1066.0,7.0,6.0,False,False,88.02218984154459,3902
TBXAS1,0.1092865069197613,0.3106187079892794,2,1,1437.0,2.0,1.0,False,False,92.24034312912198,3903
NQO1,0.1092651859472237,0.2984586670991412,3,2,376.0,4.0,3.0,False,False,108.96310182471288,3904
MAP3K9,0.1092161252268617,-0.3182245834915462,1,0,1536.0,3.0,2.0,False,False,86.54974487203256,3905
YWHAZ,0.1086227142029145,-0.1032114652751028,2,1,812.0,1.0,0.0,False,False,110.31907765838682,3906
SNHG32,0.1086099845639479,0.4773450505014058,1,0,698.0,2.0,1.0,False,False,107.47732074853752,3907
TRIM22,0.1085197398209668,-0.0649205820910462,12,11,375.0,6.0,5.0,False,True,119.22679488301982,3908
ZNF302,0.1084104118536502,0.0400286399656254,2,1,1264.0,1.0,0.0,False,False,94.02199040591,3909
FKBP15,0.1083457454195558,0.0025608922489584,1,0,201.0,1.0,1.0,False,False,96.51833603805277,3910
WDR41,0.1082070584606507,0.5787607075847891,1,0,795.0,2.0,1.0,False,False,91.76112802776228,3911
PHRF1,0.1081774288034552,-0.233927589172161,1,0,262.0,2.0,1.0,False,False,94.12851184864849,3912
PARS2,0.1077621635064244,-0.1010099543232213,548,547,162.0,98.0,97.0,False,False,139.98437400700448,3913
STK16,0.107445812510014,0.6445594450082982,2,1,518.0,4.0,3.0,False,False,97.53691226522636,3914
SLAIN2,0.1073291312299686,0.1256730069735425,5,4,742.0,4.0,3.0,False,False,90.80263490819652,3915
ATP5F1E,0.1070306447434623,-0.0029568347848306,426,425,249.0,24.0,23.0,False,False,133.86130243377335,3916
AOAH,0.1070097984214351,0.4036040096573444,2,1,362.0,0.0,0.0,False,False,106.65047848612942,3917
OAZ3,0.1067953007547738,0.4441308848057026,215,214,607.0,0.0,0.0,False,False,126.15299047068322,3918
DDX55,0.1064744874863977,0.7535609408610694,3,2,106.0,0.0,0.0,False,False,102.76374760425422,3919
PTGES2,0.1064610452166888,0.1240454493392588,2,1,522.0,2.0,1.0,False,False,96.79281898707916,3920
PLAUR,0.1063340859303484,-0.244230222309761,1,0,1282.0,1.0,0.0,False,False,93.4627268378736,3921
ZNF580,0.1061434630388493,0.265420841539298,1,0,1091.0,1.0,0.0,False,False,88.93760181024417,3922
WDR83OS,0.1058567747424173,-0.1815792172677832,3,2,313.0,8.0,7.0,False,False,113.1228668917528,3923
H2BC21,0.1058371260805669,0.0759660941069247,1,0,631.0,1.0,0.0,False,False,103.61948350106532,3924
FAM234B,0.10567907123888,0.353514268127949,3,2,524.0,4.0,4.0,False,False,109.91395935282098,3925
SP3,0.1049312311819925,0.4865875495287868,113,112,781.0,16.0,15.0,False,False,124.64843830873484,3926
TRIM37,0.104277196328597,0.1283988229272244,2,1,259.0,2.0,1.0,False,False,105.11527455012424,3927
CCAR2,0.1042088701328101,0.1695634272811479,5,4,1250.0,12.0,11.0,False,False,100.37231840760543,3928
ATF4,0.1041612472818653,-0.1048952720747697,393,392,155.0,86.0,85.0,False,False,136.34445160703535,3929
DNAJC5,0.1040573615336476,-0.0720557855200994,2,1,616.0,3.0,2.0,False,False,96.56306872379908,3930
PSTPIP1,0.1033206704136116,0.2114121616091822,3,2,605.0,3.0,2.0,False,True,104.69583507306028,3931
UQCC2,0.1032311271363762,-0.4260024104203045,2,1,220.0,1.0,0.0,False,False,95.39682938782256,3932
CCNI2,0.1030039843250659,-0.267173614576649,6,5,970.0,2.0,1.0,False,False,109.44221693003496,3933
SNX18,0.1026535629429884,0.4101000715261585,1,0,748.0,0.0,0.0,False,False,96.42598247631534,3934
BEX4,0.1021829150900161,-0.0760113707362324,2,1,1285.0,2.0,1.0,False,False,93.46492320689424,3935
FBXO41,0.101446860852706,-0.2964500194073731,2,1,504.0,1.0,0.0,False,False,104.02018547657896,3936
USP11,0.1014034031860647,0.3001146217681271,1,0,940.0,1.0,0.0,False,False,93.9216382189366,3937
FOXO1,0.1009155339840062,0.432693404664971,581,580,901.0,1328.0,1327.0,False,False,145.7853583044658,3938
COLGALT1,0.1008261099439469,-0.2366966536304973,326,325,446.0,5.0,4.0,False,False,134.07182004718877,3939
HES6,0.1008018085029427,0.2614098936910578,1,0,602.0,2.0,2.0,False,False,101.07596564442038,3940
SIT1,0.1006839629437115,0.0078105834703516,1,0,1467.0,4.0,3.0,False,False,88.08449331129475,3941
SLC25A45,0.1003766800065842,-0.6136107517732751,2,1,373.0,5.0,4.0,False,False,98.66451055370231,3942
PANK2,0.1003627478375725,0.3067781832501213,1,0,754.0,1.0,0.0,False,False,98.39059401537456,3943
DHRS7,0.1002681859235618,0.4931597701247933,29,28,128.0,41.0,40.0,False,False,111.90468744449036,3944
NDUFA13,0.099972289336107,-0.5685433701001231,4,3,412.0,3.0,2.0,False,False,106.7557269769995,3945
PUM1,0.099841174864984,0.5094196787172754,241,240,605.0,84.0,83.0,False,False,133.52022849988003,3946
RALB,0.0998279729246477,0.0244967955199721,1,0,1084.0,1.0,0.0,False,False,93.799496748866,3947
NOTCH1,0.0998144068351099,0.6393233762932574,5,4,464.0,3.0,2.0,False,False,97.71243522903951,3948
SNX11,0.0997599293496443,-0.1821407739445018,3,2,472.0,2.0,1.0,False,False,99.20469865375787,3949
C8orf33,0.0997454004148169,0.2822299090319471,14,13,567.0,264.0,263.0,False,False,107.07665313114676,3950
ACSL1,0.099640314463738,0.0832596536960251,110,109,191.0,6.0,5.0,False,False,118.91378882410962,3951
GAD1,0.0995513014726816,0.9993766439778016,1,0,733.0,2.0,2.0,False,False,96.87488189377846,3952
RAB11A,0.0993856595903895,0.5061888718414631,1,0,347.0,2.0,1.0,False,False,100.72055369419849,3953
PEX7,0.0993625453073562,-0.3305767080577854,1,0,978.0,1.0,0.0,False,False,97.32687311106514,3954
GM2A,0.0993048091325646,-0.4350059918424347,2,1,570.0,3.0,2.0,False,False,102.64415024521185,3955
GPR15,0.0990317000738399,-0.6784258251864856,14,13,1099.0,70.0,69.0,False,False,109.99071495645934,3956
PARP4,0.0989264446632861,0.1927650720380173,1,0,846.0,1.0,0.0,False,False,101.6836826611368,3957
PLPP1,0.098788230233624,-0.0801487693538962,1,0,487.0,1.0,0.0,False,False,102.67231090251366,3958
TNFRSF25,0.0986084167867934,0.2862869741066345,1,0,488.0,1.0,0.0,False,False,95.40604461767968,3959
PRCC,0.0983938670091223,0.1302717448319831,46,45,75.0,14.0,13.0,False,False,112.04654894530998,3960
UBE2Q2,0.0982003293698664,0.4241564310459002,1,0,536.0,2.0,1.0,False,False,98.03345147264608,3961
CSNK2B,0.0981497366989256,0.7513208892548122,1,0,365.0,2.0,1.0,False,False,104.18373810182229,3962
GPAM,0.0977381010081901,0.2822593539620816,1,0,485.0,1.0,0.0,False,False,95.53921570557736,3963
FNDC10,0.0975751098354602,-0.0030018563131222,3,2,1028.0,2.0,1.0,False,False,90.80640437614706,3964
UBL3,0.097454935833552,0.0447801222244912,10,9,634.0,75.0,74.0,False,False,112.8277326386402,3965
DHRS11,0.0973418485181895,-0.0923807955612955,1,0,561.0,0.0,0.0,False,False,97.15468909556672,3966
GTF3A,0.0972610821002234,0.1483752895706526,1,0,466.0,3.0,2.0,False,True,95.9378475776,3967
UBE2L6,0.0970294485517964,0.4845974042638039,1,0,1128.0,1.0,0.0,False,False,93.64340116848506,3968
YRDC,0.0969298172869716,0.4883423462964677,3,2,311.0,4.0,4.0,False,False,103.51523742045434,3969
SLC12A4,0.0968034918151467,-0.8445464086078246,1,0,565.0,2.0,1.0,False,False,96.89587608369123,3970
CLK3,0.0967328402201544,0.3524632365356696,6,5,266.0,2.0,2.0,False,False,103.96835069202176,3971
SLC36A1,0.0966746206477667,-0.0376972901948027,2,1,481.0,5.0,4.0,False,False,99.73053844118758,3972
MTIF2,0.096599742577959,-1.087167260703101,311,310,391.0,3.0,2.0,False,False,130.95844386449545,3973
PABIR3,0.0965585143718832,0.1191655874093617,27,26,804.0,3.0,2.0,False,False,123.20558222918449,3974
GNE,0.0964522688335668,0.6221462578846678,363,362,546.0,1.0,0.0,False,False,134.25081699371276,3975
GPAA1,0.0964472768417268,-0.1474785689691455,3,2,506.0,38.0,37.0,False,False,104.04201014926988,3976
IL16,0.0964370152969739,-0.0288397167279197,1,0,705.0,2.0,1.0,False,False,91.7779217653236,3977
XRCC2,0.0962623909046346,1.403871566472322,515,514,73.0,322.0,321.0,False,True,139.15624255378086,3978
CEP120,0.0960362378046908,-0.4985463315086737,4,3,204.0,8.0,7.0,False,False,106.06163941799151,3979
MECR,0.095772188940097,0.0927425027986272,22,21,333.0,30.0,29.0,False,False,111.9027794332074,3980
ATF6,0.0956638150291484,-0.292635428582564,2,1,613.0,2.0,1.0,False,False,93.1670145634735,3981
SPRYD7,0.0955101845744344,0.8679767736051874,2,1,749.0,1.0,0.0,False,False,104.82743016593211,3982
MON1B,0.0954552642900675,0.3070546009066784,2,1,432.0,1.0,0.0,False,False,111.03796919751188,3983
ETFA,0.0951714404966662,0.6567870690500613,1,0,834.0,3.0,2.0,False,False,105.74737958892295,3984
BICRA,0.0951185547952958,-0.7387953078517551,18,17,761.0,4.0,3.0,False,False,117.19372970949205,3985
LSM14B,0.095086587523008,-0.280246660239097,8,7,315.0,6.0,5.0,False,False,107.00932600471808,3986
EPHB6,0.0946183944975996,-0.6905898624769242,2,1,936.0,3.0,2.0,False,False,98.91397490174748,3987
WRAP73,0.0946052882620855,0.578259704124313,1,0,317.0,2.0,1.0,False,False,97.21769642324382,3988
LEMD3,0.0944529264879712,0.5862521612868842,6,5,707.0,3.0,2.0,False,False,98.51557424557998,3989
SEMA7A,0.0944510480895527,-0.5592187961941616,1,0,655.0,0.0,0.0,False,False,90.32387831999888,3990
PHF13,0.0944373311965217,0.3131089054619604,2,1,364.0,9.0,8.0,False,False,98.8250331968455,3991
FKTN,0.094382658275677,-0.0437522128041904,2,1,886.0,2.0,1.0,False,False,93.89321845400988,3992
LYSET,0.0942650894624933,0.0311517442130028,6,5,1023.0,5.0,4.0,False,False,103.0787256119621,3993
LLPH,0.0936712024058013,-0.279143365028224,1,0,783.0,1.0,0.0,False,False,92.05732298460067,3994
MED23,0.0930924267209537,-0.0611866483720897,367,366,786.0,147.0,146.0,False,False,133.56200308441657,3995
EGR2,0.0930129841170049,-0.3890895790176828,254,253,641.0,0.0,0.0,False,False,128.4875667637159,3996
STK38L,0.0929632671250328,-0.0500101293661475,2,1,757.0,1.0,0.0,False,False,91.17232168125554,3997
ATP6V0E1,0.0926867573308347,0.5808816001696785,3,2,487.0,1.0,0.0,False,False,108.73931370091738,3998
TMEM248,0.0922242857688968,0.271509721908455,4,3,1062.0,3.0,2.0,False,False,114.1649718037032,3999
ATXN2L,0.0921642678669387,0.2188210793861881,86,85,382.0,118.0,117.0,False,False,121.26224502510225,4000
BORCS5,0.0920845874100481,0.9394139233048332,2,1,266.0,2.0,1.0,False,False,102.8081144815106,4001
EPN1,0.0920673309569279,0.2016699180426747,4,3,526.0,2.0,1.0,False,False,102.79432505507992,4002
MAP3K1,0.0916860132227309,0.1488516459264541,2,1,592.0,1.0,0.0,False,False,106.29472961735104,4003
AP5S1,0.0914937061407108,-0.026313490434219,2,1,494.0,1.0,0.0,False,False,97.1135118724528,4004
SOCS1,0.091415702641211,0.0630429895224451,1,0,197.0,2.0,1.0,False,True,101.48296109784717,4005
TMEM25,0.0914065059253155,-0.0882512753273426,2,1,1864.0,3.0,2.0,False,False,93.97438059989427,4006
ERI3,0.0913767204569961,-0.778648041373781,1,0,724.0,3.0,2.0,False,False,96.6065871621521,4007
SLC50A1,0.0910702172642824,-0.1878049034243973,3,2,1232.0,1.0,0.0,False,False,95.46814406708964,4008
H4C9,0.0908386816961513,-0.3696511749758592,4,3,2812.0,1.0,0.0,False,False,88.30497336701099,4009
SIRT5,0.0908147384502478,0.7170808283146914,1,0,679.0,3.0,2.0,False,False,92.29568863059572,4010
MICU1,0.0904083086719359,-0.1447569829347347,1,0,794.0,1.0,0.0,False,False,93.77659472374356,4011
LSM11,0.0901762992386111,0.3353602910908323,60,59,157.0,,,False,True,117.233899702008,4012
PSEN1,0.0899776683105594,-0.4142334569082065,1,0,766.0,1.0,0.0,False,False,100.93068820258362,4013
CNNM3,0.0898084767513997,0.3703375745189821,5,4,1885.0,12.0,11.0,False,False,110.26536218632404,4014
CAMLG,0.0897993981011075,-0.3155820552400756,76,75,36.0,31.0,31.0,False,False,111.62199434484792,4015
VHL,0.0897515498123794,-0.2961507180689543,334,333,767.0,240.0,239.0,False,False,138.15070824921222,4016
BRD3,0.0896677646684419,-0.0724790304817147,1,0,666.0,1.0,0.0,False,False,98.2894081785982,4017
ARHGEF9,0.0896608696942829,0.1667121702798688,1,0,448.0,2.0,1.0,False,False,100.5346833590502,4018
NELFE,0.0896125168610273,0.992039691885203,7,6,500.0,22.0,21.0,False,False,109.95535917359746,4019
PFKP,0.0892932397143111,-0.2894286685694245,9,8,672.0,2.0,1.0,False,False,106.18469173168164,4020
ATG2A,0.0888320097393876,-0.2812177373151248,5,4,428.0,1.0,0.0,False,False,103.1839517917677,4021
RAB1A,0.0886457723622781,0.2256460050641643,79,78,189.0,3.0,2.0,False,False,116.91871206019742,4022
FANCD2,0.0886153307303907,-0.2272015494755756,19,18,287.0,107.0,106.0,False,True,116.01891104802584,4023
PATZ1,0.0886083273506233,-0.1031569624751559,2,1,752.0,2.0,1.0,False,False,95.82949003550996,4024
TMEM243,0.0882327541782509,-0.6828108795192328,2,1,521.0,1.0,0.0,False,False,99.74619601282949,4025
POLK,0.0880545350642712,0.4384011886362719,1,0,2509.0,2.0,1.0,False,False,90.4773937117826,4026
PRMT9,0.087751761323519,-0.1820027299301501,31,30,260.0,3.0,2.0,False,False,116.35650020908086,4027
SESN2,0.0876759968334046,0.0896966912480973,3,2,523.0,1.0,0.0,False,False,98.22224163647448,4028
PEDS1,0.0876680239047416,-0.1577741366621129,6,5,426.0,3.0,2.0,False,False,98.58096043833194,4029
CDR2,0.0875481450215405,-0.1090654782570438,1,0,780.0,1.0,0.0,False,False,91.68467607700032,4030
RASGRP2,0.0873663800446271,-0.4564353005552134,3,2,468.0,1.0,0.0,False,False,98.28092382145572,4031
RAB28,0.0871749872564405,0.1001067514779154,2,1,755.0,2.0,1.0,False,False,100.6039472384885,4032
BRD10,0.08677723610095,0.7854166397245081,1,0,505.0,119.0,118.0,False,False,103.2748225587594,4033
TCIRG1,0.0866489129862449,0.2118095227713084,2,1,676.0,3.0,2.0,False,True,90.5504714575032,4034
CHTF18,0.0866086226842197,-0.3192076196657687,858,857,200.0,136.0,135.0,False,False,149.96397583584394,4035
NLGN2,0.0863726259281841,0.6731949650189443,60,59,230.0,48.0,47.0,False,False,117.0737922177969,4036
TSKU,0.0863053422599268,-0.2104877307325398,1,0,923.0,0.0,0.0,False,False,97.53236502440718,4037
ZMYND11,0.0862995861901098,0.0159634757872307,1,0,342.0,3.0,2.0,False,False,101.84773010089054,4038
KRI1,0.0862511191703765,0.1293291541504568,19,18,41.0,96.0,96.0,False,False,108.27566076512586,4039
MAGOHB,0.0862190770160699,-0.0819391683896114,1,0,326.0,5.0,4.0,False,False,99.29909804730944,4040
MAP3K13,0.0859154371786789,0.5003948860164101,4,3,766.0,32.0,31.0,False,False,100.4286075204412,4041
SEC11A,0.0856348104223432,0.3473093265148678,2,1,177.0,1.0,0.0,False,False,94.50208018700752,4042
UQCC6,0.0855728215215034,-0.0721255242716585,1,0,843.0,3.0,2.0,False,False,98.41251771089854,4043
NOP53,0.0851835621338049,0.5952682895107319,19,18,146.0,48.0,47.0,False,False,107.98858665763431,4044
PLSCR1,0.0849533128338472,0.5882328530852403,1,0,725.0,3.0,2.0,False,False,94.4318704633908,4045
FAM50B,0.0844979081798574,-0.6892405416503298,3,2,651.0,3.0,2.0,False,False,102.93212322386393,4046
ATP5MG,0.084493412894695,0.6372314372036977,2,1,611.0,22.0,21.0,False,False,110.52866902881532,4047
ANKRD46,0.0843862346870309,-0.69066796751044,4,3,528.0,1.0,0.0,False,False,95.5203570683124,4048
CORO1A,0.0841939119304032,0.7739939769096467,7,6,1080.0,8.0,7.0,False,True,104.9707584097135,4049
RASA1,0.0841248467732738,0.4124223707855081,2,1,266.0,1.0,0.0,False,False,94.32957130338934,4050
OMA1,0.084038806208852,0.7300293035284395,1,0,408.0,2.0,1.0,False,False,100.15311809052253,4051
ZNF700,0.0839529575166435,0.4124524447176431,2,1,145.0,4.0,3.0,False,False,99.3444500619163,4052
NMRK1,0.0834909712970844,0.3524870036089123,4,3,731.0,4.0,3.0,False,False,103.81185853570024,4053
FAM78A,0.083430040537969,-0.4630095349404403,2,1,1276.0,2.0,1.0,False,False,90.79659540523402,4054
