id,num.Resting_Teff,neg|score.Resting_Teff,neg|p-value.Resting_Teff,neg|fdr.Resting_Teff,neg|rank.Resting_Teff,neg|goodsgrna.Resting_Teff,neg|lfc.Resting_Teff,pos|score.Resting_Teff,pos|p-value.Resting_Teff,pos|fdr.Resting_Teff,pos|rank.Resting_Teff,pos|goodsgrna.Resting_Teff,pos|lfc.Resting_Teff,num.Stimulated_Teff,neg|score.Stimulated_Teff,neg|p-value.Stimulated_Teff,neg|fdr.Stimulated_Teff,neg|rank.Stimulated_Teff,neg|goodsgrna.Stimulated_Teff,neg|lfc.Stimulated_Teff,pos|score.Stimulated_Teff,pos|p-value.Stimulated_Teff,pos|fdr.Stimulated_Teff,pos|rank.Stimulated_Teff,pos|goodsgrna.Stimulated_Teff,pos|lfc.Stimulated_Teff,num.Resting_Treg,neg|score.Resting_Treg,neg|p-value.Resting_Treg,neg|fdr.Resting_Treg,neg|rank.Resting_Treg,neg|goodsgrna.Resting_Treg,neg|lfc.Resting_Treg,pos|score.Resting_Treg,pos|p-value.Resting_Treg,pos|fdr.Resting_Treg,pos|rank.Resting_Treg,pos|goodsgrna.Resting_Treg,pos|lfc.Resting_Treg
PAX6,4,0.91883,0.91899,0.999996,1169,0,0.012235,0.16771,0.27382,0.999996,294,1,0.012235,4,0.33844,0.45258,0.999996,568,1,-0.013863,0.79071,0.79282,0.999996,1022,0,-0.013863,4,0.21128,0.35209,0.999996,405,2,-0.05796,0.56009,0.66151,0.999996,771,1,-0.05796
ZSCAN5A,4,0.51796,0.5592,0.999996,646,1,0.088077,0.16823,0.27453,0.999996,295,2,0.088077,4,0.71047,0.71131,0.999996,905,1,-0.028094,0.79412,0.79604,0.999996,1027,0,-0.028094,4,0.16962,0.30956,0.999996,368,2,-0.051145,0.82752,0.82903,0.999996,1000,1,-0.051145
ZNF614,4,0.64478,0.65283,0.999996,773,1,0.069815,0.169,0.27533,0.999996,296,2,0.069815,4,0.99764,0.9977,0.999996,1318,0,0.31578,0.0023598,0.0089373,0.278015,43,4,0.31578,4,0.19606,0.33651,0.999996,394,2,-0.043196,0.37348,0.52045,0.999996,603,1,-0.043196
ZNF784,4,0.8911,0.89225,0.999996,1127,0,0.11519,0.16963,0.2762,0.999996,297,2,0.11519,4,0.91725,0.91756,0.999996,1189,0,0.035476,0.8644,0.86556,0.999996,1121,0,0.035476,4,0.27387,0.4149,0.999996,474,2,-0.042586,0.46617,0.61145,0.999996,710,2,-0.042586
HLA-DRB1,4,0.76511,0.76593,0.999996,936,0,0.03055,0.1699,0.2765,0.999996,298,2,0.03055,4,0.07441,0.15805,0.999996,199,2,-0.076622,0.19446,0.30765,0.999996,352,1,-0.076622,4,0.74969,0.75888,0.999996,869,1,0.042392,0.29895,0.44779,0.999996,516,2,0.042392
ZNF684,4,0.070914,0.15456,0.999996,195,1,0.017443,0.17158,0.27836,0.999996,299,2,0.017443,4,0.037713,0.090644,0.966828,126,3,-0.18694,0.6754,0.68111,0.999996,865,1,-0.18694,4,0.92416,0.92388,0.999996,1155,0,0.071443,0.093283,0.20274,0.999996,260,3,0.071443
ZNF224,4,0.31367,0.44163,0.999996,488,1,0.039141,0.1727,0.27952,0.999996,300,2,0.039141,4,0.81974,0.82226,0.999996,1060,0,0.091085,0.23701,0.35823,0.999996,422,2,0.091085,4,0.0016184,0.0060498,0.13853,59,4,-0.19515,0.99838,0.99821,0.999996,1309,0,-0.19515
POU3F2,4,0.50324,0.54985,0.999996,631,1,-0.037483,0.17414,0.28138,0.999996,301,1,-0.037483,4,0.086223,0.17219,0.999996,218,2,-0.26046,0.3551,0.47453,0.999996,592,1,-0.26046,4,0.69642,0.72028,0.999996,816,1,0.016232,0.6002,0.67921,0.999996,794,1,0.016232
SEBOX,4,0.49885,0.54678,0.999996,627,1,0.020133,0.17495,0.28227,0.999996,302,2,0.020133,4,0.84234,0.84432,0.999996,1093,0,0.077173,0.49531,0.55254,0.999996,694,1,0.077173,4,0.42554,0.56981,0.999996,646,2,0.037595,0.17433,0.32735,0.999996,387,2,0.037595
NOTO,4,0.91341,0.91367,0.999996,1161,0,0.027484,0.17542,0.28274,0.999996,303,1,0.027484,4,0.23701,0.35632,0.999996,444,2,-0.1091,0.28073,0.4098,0.999996,500,1,-0.1091,4,0.94868,0.94836,0.999996,1192,0,0.086311,0.18883,0.3417,0.999996,403,2,0.086311
HIC1,4,0.092431,0.18024,0.999996,215,2,0.0046339,0.17607,0.28366,0.999996,304,2,0.0046339,4,0.055265,0.12716,0.999996,167,3,-0.18322,0.92084,0.92104,0.999996,1212,0,-0.18322,4,0.014538,0.046409,0.493685,127,4,-0.1596,0.98546,0.98553,0.999996,1269,0,-0.1596
ZFP3,4,0.65355,0.66004,0.999996,784,1,0.086417,0.1767,0.28438,0.999996,305,2,0.086417,4,0.033237,0.081337,0.915883,119,2,-0.18011,0.55936,0.59428,0.999996,750,1,-0.18011,4,0.53769,0.63237,0.999996,709,1,0.045401,0.42784,0.57366,0.999996,666,2,0.045401
JRKL,4,0.67476,0.67817,0.999996,815,1,0.055299,0.17798,0.28595,0.999996,306,2,0.055299,4,0.13517,0.23196,0.999996,295,2,-0.083803,0.75599,0.7568,0.999996,973,0,-0.083803,4,0.93196,0.93192,0.999996,1169,0,0.023107,0.71763,0.7454,0.999996,879,1,0.023107
FOXI3,4,0.68234,0.68476,0.999996,825,1,0.040703,0.17833,0.28648,0.999996,307,2,0.040703,4,0.65355,0.65962,0.999996,832,1,0.046229,0.71251,0.71426,0.999996,902,1,0.046229,4,0.99666,0.99663,0.999996,1296,0,0.18594,0.0033364,0.011781,0.227369,70,4,0.18594
TFE3,4,0.73121,0.73171,0.999996,892,0,0.084027,0.17947,0.28799,0.999996,308,2,0.084027,4,0.28629,0.41539,0.999996,520,2,-0.12722,0.87421,0.87539,0.999996,1135,0,-0.12722,4,0.02406,0.06761,0.634317,144,3,-0.17794,0.97988,0.97984,0.999996,1254,0,-0.17794
HKR1,4,0.69741,0.6988,0.999996,845,1,-0.037544,0.1799,0.28847,0.999996,309,1,-0.037544,4,0.58633,0.60656,0.999996,753,1,0.21482,0.10798,0.20362,0.999996,220,2,0.21482,4,0.07541,0.16891,0.961859,232,2,-0.1519,0.8757,0.87567,0.999996,1079,0,-0.1519
ZNF280A,4,0.42599,0.50261,0.999996,570,1,0.072523,0.18032,0.28902,0.999996,310,2,0.072523,4,0.1502,0.25083,0.999996,318,2,-0.18273,0.97086,0.97094,0.999996,1284,0,-0.18273,4,0.7523,0.76095,0.999996,873,1,0.081633,0.090773,0.19832,0.999996,256,3,0.081633
ZNF805,4,0.25611,0.37916,0.999996,423,2,0.0092585,0.18053,0.28933,0.999996,311,2,0.0092585,4,0.037022,0.089193,0.964079,124,3,-0.23857,0.6393,0.65165,0.999996,833,1,-0.23857,4,0.36194,0.50449,0.999996,571,1,0.0028764,0.41065,0.55673,0.999996,645,2,0.0028764
ZNF655,4,0.29138,0.42169,0.999996,464,2,-0.0462,0.18181,0.29097,0.999996,312,1,-0.0462,4,0.66117,0.66601,0.999996,842,1,0.056536,0.30131,0.43388,0.999996,532,1,0.056536,4,0.96306,0.96282,0.999996,1210,0,0.077326,0.20513,0.35678,0.999996,418,2,0.077326
PAX7,4,0.75496,0.75586,0.999996,923,0,0.098165,0.18202,0.29124,0.999996,313,2,0.098165,4,0.70784,0.7084,0.999996,900,1,0.11822,0.14689,0.25042,0.999996,279,2,0.11822,4,0.67405,0.70594,0.999996,802,1,0.023222,0.50971,0.64072,0.999996,743,1,0.023222
ZNF771,4,0.32255,0.44602,0.999996,496,1,-0.080438,0.18244,0.2918,0.999996,314,1,-0.080438,4,0.40019,0.4863,0.999996,615,1,0.22535,0.1331,0.2341,0.999996,260,2,0.22535,4,0.011251,0.03672,0.439422,111,3,-0.23149,0.78694,0.79491,0.999996,950,1,-0.23149
GATA6,4,0.9467,0.94676,0.999996,1206,0,0.117,0.18345,0.293,0.999996,315,2,0.117,4,0.066706,0.14897,0.999996,191,2,-0.030506,0.13053,0.23091,0.999996,256,2,-0.030506,4,0.78391,0.78708,0.999996,913,1,0.14997,0.075871,0.17141,0.999996,226,3,0.14997
FOSL1,4,0.83268,0.83489,0.999996,1038,0,0.059772,0.18402,0.29369,0.999996,316,2,0.059772,4,0.48819,0.53905,0.999996,678,1,-0.0035369,0.2558,0.38023,0.999996,455,2,-0.0035369,4,0.5696,0.64768,0.999996,724,1,0.10171,0.053718,0.12939,0.956187,182,3,0.10171
DEAF1,4,0.98842,0.98881,0.999996,1275,0,0.10959,0.18516,0.295,0.999996,317,2,0.10959,4,0.94195,0.94197,0.999996,1231,0,0.10879,0.36147,0.47767,0.999996,597,1,0.10879,4,0.86015,0.86036,0.999996,1037,0,0.2065,0.025741,0.074345,0.706467,142,3,0.2065
LMX1A,4,0.86719,0.8681,0.999996,1096,0,0.075994,0.18545,0.29538,0.999996,318,2,0.075994,4,0.64205,0.6498,0.999996,817,1,0.20606,0.17664,0.28647,0.999996,323,2,0.20606,4,0.99138,0.99131,0.999996,1284,0,0.13624,0.0086194,0.02871,0.426232,91,4,0.13624
PAX5,4,0.70012,0.70151,0.999996,849,1,-0.0073151,0.18562,0.29551,0.999996,319,1,-0.0073151,4,0.063367,0.14383,0.999996,185,3,-0.24071,0.99158,0.99179,0.999996,1323,0,-0.24071,4,0.41561,0.55945,0.999996,635,1,0.039266,0.35594,0.50283,0.999996,584,2,0.039266
ICOS,4,0.57085,0.59642,0.999996,691,1,0.090322,0.18602,0.29586,0.999996,320,2,0.090322,4,0.33898,0.45281,0.999996,569,1,0.052669,0.49221,0.55078,0.999996,691,1,0.052669,4,0.76603,0.77212,0.999996,888,1,0.057324,0.13099,0.26904,0.999996,320,2,0.057324
FOXQ1,4,0.21766,0.3328,0.999996,370,2,-0.040495,0.18752,0.29752,0.999996,321,2,-0.040495,4,0.0087644,0.02709,0.655675,54,3,-0.45405,0.96954,0.96953,0.999996,1281,0,-0.45405,4,0.24214,0.38375,0.999996,440,2,-0.038556,0.22114,0.37258,0.999996,434,2,-0.038556
SKIV2L,4,0.21916,0.33483,0.999996,371,2,-0.010876,0.18803,0.29806,0.999996,322,2,-0.010876,4,0.020401,0.05329,0.831823,83,3,-0.38706,0.72283,0.7237,0.999996,922,1,-0.38706,4,0.73279,0.74612,0.999996,847,1,-0.038144,0.46444,0.60955,0.999996,707,1,-0.038144
GRHL2,4,0.13388,0.23106,0.999996,264,2,-0.083167,0.18815,0.29827,0.999996,323,1,-0.083167,4,0.95653,0.9567,0.999996,1254,0,0.22303,0.033765,0.082993,0.999996,106,3,0.22303,4,0.87019,0.87017,0.999996,1054,0,0.024069,0.25611,0.40638,0.999996,471,1,0.024069
ZNF550,4,0.83576,0.83761,0.999996,1044,0,0.079138,0.18918,0.2997,0.999996,324,2,0.079138,4,0.12849,0.22405,0.999996,281,2,-0.15138,0.87746,0.87867,0.999996,1138,0,-0.15138,4,0.34321,0.48582,0.999996,548,2,-0.039973,0.91731,0.91696,0.999996,1149,0,-0.039973
TLX1,4,0.11722,0.21023,0.999996,242,2,-0.09809,0.19005,0.30065,0.999996,325,1,-0.09809,4,0.83035,0.83247,0.999996,1076,0,0.21134,0.0082369,0.026658,0.6605,53,2,0.21134,4,0.93284,0.93268,0.999996,1170,0,0.044483,0.4285,0.57434,0.999996,667,2,0.044483
ZNF211,4,0.68763,0.68976,0.999996,831,1,0.037059,0.19033,0.3009,0.999996,326,2,0.037059,4,0.4255,0.50096,0.999996,638,1,0.12651,0.18117,0.29219,0.999996,330,1,0.12651,4,0.9063,0.90608,0.999996,1117,0,0.07115,0.1197,0.24984,0.999996,297,3,0.07115
SMAD5,4,0.66379,0.66865,0.999996,798,1,0.019135,0.19068,0.30134,0.999996,327,1,0.019135,4,0.28565,0.41461,0.999996,517,2,-0.16405,0.73066,0.73136,0.999996,936,1,-0.16405,4,0.92987,0.92982,0.999996,1165,0,0.077189,0.20425,0.356,0.999996,415,2,0.077189
ZBTB37,4,0.17918,0.28688,0.999996,323,2,-0.01638,0.19091,0.30164,0.999996,328,2,-0.01638,4,0.36674,0.46772,0.999996,589,1,-0.10012,0.81871,0.82136,0.999996,1058,0,-0.10012,4,0.89299,0.8932,0.999996,1094,0,0.052886,0.41535,0.56122,0.999996,655,2,0.052886
POU2F3,4,0.77997,0.78149,0.999996,959,0,0.065452,0.19131,0.30216,0.999996,329,1,0.065452,4,0.71396,0.71474,0.999996,911,1,0.0289,0.13301,0.23399,0.999996,259,2,0.0289,4,0.9136,0.91339,0.999996,1137,0,0.071089,0.24521,0.39643,0.999996,461,2,0.071089
PRRX2,4,0.85157,0.85301,0.999996,1068,0,0.043759,0.19207,0.30298,0.999996,330,2,0.043759,4,0.10136,0.19034,0.999996,244,2,-0.16771,0.84085,0.84268,0.999996,1086,0,-0.16771,4,0.27261,0.41357,0.999996,473,2,-0.10619,0.97621,0.97616,0.999996,1250,0,-0.10619
ZNF615,4,0.36568,0.46876,0.999996,522,1,0.071232,0.19235,0.30345,0.999996,331,2,0.071232,4,0.11403,0.2061,0.999996,260,2,-0.12127,0.72198,0.72281,0.999996,919,1,-0.12127,4,0.44899,0.59281,0.999996,671,1,0.10279,0.068189,0.15684,0.999996,207,3,0.10279
ZIC5,4,0.86291,0.86409,0.999996,1087,0,0.035409,0.19351,0.30479,0.999996,332,2,0.035409,4,0.16629,0.27089,0.999996,343,2,-0.043775,0.57046,0.60185,0.999996,758,1,-0.043775,4,0.34971,0.49228,0.999996,554,1,0.050581,0.40366,0.55007,0.999996,637,2,0.050581
FOXB1,4,0.17102,0.27682,0.999996,313,2,-0.030102,0.19409,0.30546,0.999996,333,2,-0.030102,4,0.90623,0.90641,0.999996,1175,0,0.19794,0.19149,0.30424,0.999996,346,2,0.19794,4,0.071077,0.16046,0.956517,225,3,-0.14682,0.95592,0.95571,0.999996,1208,0,-0.14682
ZNF501,4,0.60582,0.62211,0.999996,734,1,0.06451,0.19467,0.30603,0.999996,334,2,0.06451,4,0.81226,0.8149,0.999996,1052,0,0.1514,0.034882,0.085133,0.999996,107,2,0.1514,4,0.94432,0.94393,0.999996,1184,0,0.029945,0.42103,0.56691,0.999996,663,1,0.029945
CDX1,4,0.76735,0.76841,0.999996,939,0,0.043655,0.19496,0.30635,0.999996,335,2,0.043655,4,0.28707,0.41614,0.999996,521,1,0.41369,0.010343,0.031568,0.722856,59,3,0.41369,4,0.81303,0.81391,0.999996,951,1,0.06332,0.25728,0.40752,0.999996,473,2,0.06332
IL26,4,0.68918,0.69134,0.999996,834,1,0.01573,0.19525,0.30663,0.999996,336,2,0.01573,4,0.15017,0.2508,0.999996,317,2,-0.053616,0.729,0.72975,0.999996,933,1,-0.053616,4,0.86217,0.86228,0.999996,1042,0,-0.0020309,0.45324,0.59883,0.999996,692,1,-0.0020309
TFAP2E,4,0.59051,0.61055,0.999996,714,1,0.086106,0.19613,0.30762,0.999996,337,2,0.086106,4,0.85954,0.86094,0.999996,1114,0,0.021821,0.88912,0.89021,0.999996,1158,0,0.021821,4,0.25448,0.39587,0.999996,455,2,-0.070803,0.86317,0.86332,0.999996,1057,0,-0.070803
ZNF547,4,0.79547,0.79729,0.999996,983,0,0.041186,0.19761,0.3095,0.999996,338,1,0.041186,4,0.67604,0.67909,0.999996,861,1,-0.0465,0.18181,0.29302,0.999996,331,1,-0.0465,4,0.87983,0.8798,0.999996,1069,0,-0.032238,0.91639,0.91611,0.999996,1147,0,-0.032238
MSANTD3,4,0.80736,0.80958,0.999996,1000,0,0.042492,0.19823,0.31025,0.999996,339,2,0.042492,4,0.7157,0.7165,0.999996,914,1,0.047804,0.212,0.32829,0.999996,375,2,0.047804,4,0.97493,0.97491,0.999996,1240,0,0.075928,0.29129,0.44032,0.999996,511,2,0.075928
ZNF396,4,0.88065,0.88176,0.999996,1118,0,0.092174,0.19846,0.31049,0.999996,340,2,0.092174,4,0.77373,0.77517,0.999996,1000,0,0.2416,0.022778,0.059373,0.972385,82,3,0.2416,4,0.71504,0.73345,0.999996,829,1,-0.0037957,0.13432,0.27475,0.999996,328,1,-0.0037957
ZNF219,4,0.63096,0.64136,0.999996,764,1,0.04716,0.19949,0.3114,0.999996,341,1,0.04716,4,0.86257,0.86378,0.999996,1119,0,0.32613,0.046321,0.10949,0.999996,132,2,0.32613,4,0.96447,0.96432,0.999996,1213,0,0.097174,0.1095,0.23191,0.999996,285,3,0.097174
TFAP2C,4,0.87914,0.88024,0.999996,1114,0,0.070949,0.19962,0.3116,0.999996,342,2,0.070949,4,0.90085,0.9015,0.999996,1163,0,0.018132,0.86407,0.86516,0.999996,1120,0,0.018132,4,0.034236,0.08838,0.75095,159,3,-0.15192,0.69793,0.73282,0.999996,863,1,-0.15192
AIRE,4,0.8369,0.83869,0.999996,1047,0,0.031845,0.20011,0.31226,0.999996,343,1,0.031845,4,0.58327,0.60429,0.999996,748,1,0.03735,0.20697,0.32229,0.999996,370,2,0.03735,4,0.91407,0.91384,0.999996,1138,0,0.029522,0.39202,0.53853,0.999996,625,1,0.029522
ZNF273,4,0.75548,0.75633,0.999996,924,0,-0.002761,0.2005,0.31263,0.999996,344,2,-0.002761,4,0.039743,0.095085,0.973586,130,3,-0.20636,0.92632,0.92668,0.999996,1221,0,-0.20636,4,0.41042,0.55428,0.999996,627,2,-0.0013664,0.3105,0.45892,0.999996,531,2,-0.0013664
HOXB8,4,0.78562,0.78731,0.999996,966,0,0.056489,0.20261,0.31517,0.999996,345,2,0.056489,4,0.63619,0.64495,0.999996,808,1,-0.10679,0.36988,0.48214,0.999996,603,1,-0.10679,4,0.046599,0.11352,0.855756,179,3,-0.21999,0.82272,0.82481,0.999996,989,1,-0.21999
BTNL2,4,0.95778,0.95803,0.999996,1221,0,0.10468,0.20373,0.31662,0.999996,346,2,0.10468,4,0.1417,0.23987,0.999996,301,2,-0.21756,0.93463,0.93495,0.999996,1228,0,-0.21756,4,0.93294,0.93279,0.999996,1171,0,0.073935,0.14984,0.30015,0.999996,361,3,0.073935
ZSCAN23,4,0.5999,0.61775,0.999996,726,1,0.053461,0.20448,0.31758,0.999996,347,1,0.053461,4,0.87684,0.87817,0.999996,1134,0,0.084634,0.30609,0.43943,0.999996,541,2,0.084634,4,0.96537,0.96507,0.999996,1215,0,0.12171,0.068811,0.15802,0.999996,210,3,0.12171
TRERF1,4,0.66867,0.67288,0.999996,804,1,0.097089,0.20461,0.31777,0.999996,348,2,0.097089,4,0.3406,0.45377,0.999996,570,1,-0.069238,0.90673,0.90682,0.999996,1185,0,-0.069238,4,0.50317,0.61647,0.999996,690,1,0.11148,0.073645,0.16707,0.999996,217,3,0.11148
NEUROG1,4,0.98162,0.98181,0.999996,1265,0,0.1108,0.2049,0.31818,0.999996,349,2,0.1108,4,0.74846,0.74933,0.999996,967,0,0.065342,0.13881,0.24051,0.999996,268,2,0.065342,4,0.81864,0.81912,0.999996,961,1,0.11931,0.081123,0.18084,0.999996,236,3,0.11931
PITX2,4,0.42404,0.50147,0.999996,566,1,0.0025669,0.20549,0.31884,0.999996,350,2,0.0025669,4,0.28879,0.41829,0.999996,525,1,-0.073656,0.86637,0.86726,0.999996,1123,0,-0.073656,4,0.14535,0.28457,0.999996,348,2,-0.053311,0.37822,0.5251,0.999996,608,2,-0.053311
ZNF418,4,0.55333,0.58356,0.999996,678,1,-0.077148,0.20573,0.3192,0.999996,351,1,-0.077148,4,0.9037,0.90412,0.999996,1167,0,0.14667,0.27238,0.39963,0.999996,489,2,0.14667,4,0.2242,0.36493,0.999996,417,2,-0.044035,0.69763,0.73257,0.999996,862,1,-0.044035
ZFHX4,4,0.85068,0.85214,0.999996,1065,0,0.05795,0.2076,0.32134,0.999996,352,1,0.05795,4,0.59127,0.61033,0.999996,762,1,0.083688,0.11357,0.2104,0.999996,230,2,0.083688,4,0.47456,0.60387,0.999996,679,1,-0.029322,0.54018,0.65314,0.999996,759,1,-0.029322
CXCR5,4,0.85316,0.85446,0.999996,1072,0,0.073588,0.20874,0.32268,0.999996,353,2,0.073588,4,0.81183,0.8143,0.999996,1051,0,0.078659,0.21587,0.33291,0.999996,384,2,0.078659,4,0.58281,0.65409,0.999996,734,1,0.17299,0.032862,0.088438,0.780916,153,3,0.17299
ZNF329,4,0.90748,0.90754,0.999996,1152,0,0.016007,0.20884,0.32276,0.999996,354,1,0.016007,4,0.27958,0.40754,0.999996,505,1,-0.035193,0.88582,0.88687,0.999996,1151,0,-0.035193,4,0.2173,0.3581,0.999996,411,2,-0.065914,0.75178,0.76813,0.999996,911,1,-0.065914
AHR,4,0.57281,0.59776,0.999996,695,1,0.019466,0.20946,0.32346,0.999996,355,1,0.019466,4,0.87623,0.87754,0.999996,1133,0,0.29963,0.027279,0.069325,0.985878,95,3,0.29963,4,0.27256,0.41353,0.999996,472,2,-0.087996,0.86401,0.86402,0.999996,1059,0,-0.087996
FOXO6,4,0.50761,0.55254,0.999996,634,1,0.043394,0.21022,0.32448,0.999996,356,2,0.043394,4,0.96528,0.96562,0.999996,1271,0,0.070142,0.8262,0.82854,0.999996,1065,0,0.070142,4,0.17539,0.31552,0.999996,371,1,0.035903,0.21004,0.36194,0.999996,420,1,0.035903
BCL6B,4,0.93928,0.93935,0.999996,1197,0,0.071335,0.21052,0.32472,0.999996,357,2,0.071335,4,0.17093,0.27641,0.999996,353,1,-0.046217,0.33244,0.46338,0.999996,574,1,-0.046217,4,0.042778,0.10573,0.825645,173,3,-0.17409,0.76727,0.7797,0.999996,927,1,-0.17409
ARID3C,4,0.82158,0.82414,0.999996,1022,0,0.10889,0.2107,0.32493,0.999996,358,2,0.10889,4,0.23062,0.34845,0.999996,436,2,-0.063204,0.099976,0.19407,0.999996,209,2,-0.063204,4,0.74786,0.75743,0.999996,868,1,-0.010375,0.84865,0.84887,0.999996,1033,1,-0.010375
IER3,4,0.69801,0.69951,0.999996,846,1,0.071025,0.21111,0.32548,0.999996,359,2,0.071025,4,0.91365,0.91389,0.999996,1184,0,0.13753,0.42208,0.50999,0.999996,644,1,0.13753,4,0.79585,0.79784,0.999996,925,1,0.042603,0.41897,0.56487,0.999996,660,2,0.042603
NR1H2,4,0.59013,0.61027,0.999996,713,1,-0.043886,0.21132,0.32578,0.999996,360,1,-0.043886,4,0.13621,0.23327,0.999996,296,2,-0.15913,0.91341,0.91367,0.999996,1200,0,-0.15913,4,0.27418,0.41522,0.999996,475,2,-0.057492,0.82969,0.8309,0.999996,1006,1,-0.057492
NFIA,4,0.79682,0.79869,0.999996,986,0,-0.015889,0.21194,0.3266,0.999996,361,1,-0.015889,4,0.79389,0.7958,0.999996,1027,0,0.090253,0.53402,0.57701,0.999996,727,1,0.090253,4,0.83985,0.84029,0.999996,998,0,0.020119,0.77438,0.78509,0.999996,933,1,0.020119
ATOH1,4,0.71598,0.7168,0.999996,872,1,-0.051421,0.21256,0.32741,0.999996,362,1,-0.051421,4,0.24002,0.36001,0.999996,448,2,-0.19637,0.95176,0.95192,0.999996,1250,0,-0.19637,4,0.2483,0.39003,0.999996,446,2,-0.081891,0.58127,0.67076,0.999996,784,1,-0.081891
HOXA3,4,0.47325,0.531,0.999996,603,1,0.10745,0.21319,0.32817,0.999996,363,2,0.10745,4,0.74529,0.74593,0.999996,963,0,0.044603,0.20343,0.31807,0.999996,363,2,0.044603,4,0.057958,0.13562,0.904916,202,2,-0.12535,0.85982,0.85998,0.999996,1051,0,-0.12535
ZNF285,4,0.98916,0.98946,0.999996,1279,0,0.077595,0.21379,0.32887,0.999996,364,2,0.077595,4,0.9324,0.93257,0.999996,1214,0,0.14397,0.061134,0.13937,0.999996,157,3,0.14397,4,0.37526,0.51848,0.999996,590,2,-0.010995,0.43408,0.58,0.999996,674,2,-0.010995
ZMYND8,4,0.87468,0.87592,0.999996,1107,0,0.10339,0.21408,0.32924,0.999996,365,2,0.10339,4,4.74E-05,1.58E-04,0.016375,13,4,-0.62942,0.99995,0.99996,0.999996,1344,0,-0.62942,4,0.75515,0.76307,0.999996,878,1,0.092865,0.14323,0.28962,0.999996,350,2,0.092865
HOXA7,4,0.55494,0.58476,0.999996,680,1,0.029038,0.21441,0.32955,0.999996,366,1,0.029038,4,0.39157,0.48145,0.999996,609,1,0.11661,0.44049,0.52077,0.999996,659,1,0.11661,4,0.017974,0.05499,0.550312,135,3,-0.23715,0.66859,0.71566,0.999996,839,1,-0.23715
IL2,4,0.91115,0.91138,0.999996,1158,0,0.070474,0.21468,0.32984,0.999996,367,2,0.070474,4,6.89E-05,2.68E-04,0.024092,15,3,-0.55221,0.70842,0.7102,0.999996,898,1,-0.55221,4,0.75463,0.7627,0.999996,877,1,0.0027794,0.096535,0.20912,0.999996,266,1,0.0027794
CCR4,4,0.7671,0.76816,0.999996,938,0,0.080243,0.21498,0.33026,0.999996,368,2,0.080243,4,0.71541,0.71617,0.999996,913,1,0.12148,0.089476,0.18165,0.999996,200,2,0.12148,4,0.12289,0.25513,0.999996,323,2,-0.097596,0.95843,0.95809,0.999996,1214,0,-0.097596
KLRK1,4,0.62745,0.63859,0.999996,759,1,-0.0080563,0.21564,0.33105,0.999996,369,1,-0.0080563,4,0.65919,0.66446,0.999996,840,1,-0.044858,0.93837,0.93848,0.999996,1231,0,-0.044858,4,0.2657,0.40688,0.999996,465,2,-0.07463,0.94217,0.94175,0.999996,1188,0,-0.07463
FOXO4,4,0.83152,0.83365,0.999996,1035,0,0.087541,0.21677,0.33235,0.999996,370,2,0.087541,4,0.96777,0.96779,0.999996,1276,0,0.12738,0.21617,0.33323,0.999996,385,2,0.12738,4,0.61451,0.67049,0.999996,755,1,-0.01819,0.2853,0.43439,0.999996,501,1,-0.01819
ISX,4,0.70042,0.70179,0.999996,850,1,0.011846,0.21688,0.33251,0.999996,371,1,0.011846,4,0.78679,0.78855,0.999996,1017,0,0.12587,0.18372,0.29536,0.999996,335,2,0.12587,4,0.28127,0.42265,0.999996,481,1,-0.027441,0.84648,0.84675,0.999996,1028,1,-0.027441
ASCL2,4,0.9154,0.91578,0.999996,1165,0,0.061129,0.21766,0.33343,0.999996,372,2,0.061129,4,0.86849,0.86946,0.999996,1125,0,0.04212,0.79816,0.80006,0.999996,1034,0,0.04212,4,0.80685,0.80821,0.999996,942,1,-0.038557,0.73251,0.75493,0.999996,892,1,-0.038557
PAX3,4,0.80843,0.81088,0.999996,1004,0,0.072034,0.21826,0.33426,0.999996,373,2,0.072034,4,0.14806,0.248,0.999996,311,2,-0.052821,0.22547,0.34437,0.999996,403,2,-0.052821,4,0.96683,0.96656,0.999996,1221,0,0.23055,0.0091476,0.030249,0.439423,93,3,0.23055
NHLH2,4,0.069883,0.15349,0.999996,193,2,-0.036823,0.21856,0.33462,0.999996,374,2,-0.036823,4,0.97551,0.9754,0.999996,1286,0,0.2046,0.066377,0.14979,0.999996,169,3,0.2046,4,0.8515,0.85191,0.999996,1024,0,0.056694,0.47498,0.62012,0.999996,725,2,0.056694
NEUROD6,4,0.81851,0.82113,0.999996,1018,0,0.038648,0.21886,0.33502,0.999996,375,2,0.038648,4,0.9721,0.97217,0.999996,1279,0,0.25181,0.025892,0.066071,0.982568,90,3,0.25181,4,0.054989,0.12959,0.89556,195,2,-0.068567,0.36085,0.50772,0.999996,589,2,-0.068567
UBP1,4,0.53527,0.57104,0.999996,664,1,0.050966,0.22006,0.33651,0.999996,376,2,0.050966,4,0.40522,0.48923,0.999996,619,1,0.12178,0.088585,0.18068,0.999996,198,2,0.12178,4,0.21437,0.35508,0.999996,409,2,0.0046109,0.31759,0.46602,0.999996,541,2,0.0046109
