id,num.Resting_Teff,neg|score.Resting_Teff,neg|p-value.Resting_Teff,neg|fdr.Resting_Teff,neg|rank.Resting_Teff,neg|goodsgrna.Resting_Teff,neg|lfc.Resting_Teff,pos|score.Resting_Teff,pos|p-value.Resting_Teff,pos|fdr.Resting_Teff,pos|rank.Resting_Teff,pos|goodsgrna.Resting_Teff,pos|lfc.Resting_Teff,num.Stimulated_Teff,neg|score.Stimulated_Teff,neg|p-value.Stimulated_Teff,neg|fdr.Stimulated_Teff,neg|rank.Stimulated_Teff,neg|goodsgrna.Stimulated_Teff,neg|lfc.Stimulated_Teff,pos|score.Stimulated_Teff,pos|p-value.Stimulated_Teff,pos|fdr.Stimulated_Teff,pos|rank.Stimulated_Teff,pos|goodsgrna.Stimulated_Teff,pos|lfc.Stimulated_Teff,num.Resting_Treg,neg|score.Resting_Treg,neg|p-value.Resting_Treg,neg|fdr.Resting_Treg,neg|rank.Resting_Treg,neg|goodsgrna.Resting_Treg,neg|lfc.Resting_Treg,pos|score.Resting_Treg,pos|p-value.Resting_Treg,pos|fdr.Resting_Treg,pos|rank.Resting_Treg,pos|goodsgrna.Resting_Treg,pos|lfc.Resting_Treg
ZNF214,4,0.33789,0.45404,0.999996,503,1,0.037357,0.5924,0.61338,0.999996,730,1,0.037357,4,0.30188,0.43371,0.999996,545,1,-0.10376,0.72056,0.72145,0.999996,918,1,-0.10376,4,0.57741,0.65148,0.999996,729,1,0.08952,0.15473,0.30778,0.999996,371,2,0.08952
DLX4,4,0.79025,0.79221,0.999996,975,0,0.049139,0.59316,0.61397,0.999996,731,1,0.049139,4,0.0013,0.0050458,0.284035,24,4,-0.34334,0.9987,0.99876,0.999996,1338,0,-0.34334,4,0.3733,0.51648,0.999996,586,2,-0.078202,0.28989,0.43896,0.999996,506,1,-0.078202
PPARD,4,0.14162,0.24017,0.999996,273,1,-0.013731,0.59429,0.61477,0.999996,732,1,-0.013731,4,0.7248,0.72542,0.999996,928,0,0.06038,0.61711,0.6346,0.999996,810,1,0.06038,4,0.97212,0.97207,0.999996,1232,0,0.30885,8.03E-04,0.0029718,0.078723,51,3,0.30885
IRX6,4,0.73149,0.73194,0.999996,893,0,-0.03699,0.59542,0.6156,0.999996,733,1,-0.03699,4,0.1767,0.28322,0.999996,363,2,-0.1551,0.42404,0.51132,0.999996,646,1,-0.1551,4,0.19258,0.33306,0.999996,390,2,-0.075035,0.59945,0.67894,0.999996,793,1,-0.075035
ZNF566,4,0.26547,0.39034,0.999996,432,2,-0.087625,0.59766,0.61734,0.999996,734,1,-0.087625,4,0.20635,0.31906,0.999996,402,1,0.02144,0.43327,0.51651,0.999996,653,1,0.02144,4,0.0024027,0.0088493,0.186804,64,3,-0.28798,0.73058,0.75365,0.999996,891,1,-0.28798
DBP,4,0.73642,0.73698,0.999996,897,0,-0.039291,0.59841,0.61793,0.999996,735,1,-0.039291,4,0.91151,0.91171,0.999996,1182,0,0.019427,0.81205,0.81457,0.999996,1050,0,0.019427,4,0.0013617,0.0049652,0.125442,53,4,-0.34258,0.9941,0.9941,0.999996,1292,0,-0.34258
FOXN2,4,0.57203,0.59725,0.999996,693,1,-0.074766,0.59878,0.61833,0.999996,736,1,-0.074766,4,0.8528,0.85411,0.999996,1108,0,0.052659,0.21796,0.33537,0.999996,387,2,0.052659,4,1,1,0.999996,1337,0,0.45106,5.84E-07,3.66E-06,2.48E-04,16,4,0.45106
MYF6,4,0.79637,0.79828,0.999996,984,0,-0.013268,0.59916,0.61858,0.999996,737,1,-0.013268,4,0.88494,0.8859,0.999996,1141,0,0.26711,0.020086,0.053261,0.910828,79,3,0.26711,4,0.091066,0.19763,0.999996,266,3,-0.084507,0.82069,0.82302,0.999996,986,1,-0.084507
DLX2,4,0.81478,0.81775,0.999996,1012,0,0.013805,0.59953,0.61886,0.999996,738,1,0.013805,4,0.28994,0.41973,0.999996,527,1,-0.14444,0.98615,0.98645,0.999996,1314,0,-0.14444,4,0.85291,0.85333,0.999996,1027,0,0.03791,0.4331,0.57913,0.999996,672,2,0.03791
ZNF821,4,0.79457,0.79643,0.999996,981,0,0.0079932,0.60064,0.61964,0.999996,739,1,0.0079932,4,0.72368,0.72423,0.999996,927,0,-0.025199,0.54642,0.58517,0.999996,739,1,-0.025199,4,0.95263,0.95246,0.999996,1198,0,0.1829,0.029614,0.08204,0.748896,148,3,0.1829
ZNF641,4,0.16463,0.26924,0.999996,306,2,-0.084947,0.60324,0.62148,0.999996,740,1,-0.084947,4,0.21826,0.33341,0.999996,418,2,-0.042791,0.67952,0.68433,0.999996,870,1,-0.042791,4,0.8872,0.88696,0.999996,1083,0,0.029161,0.32794,0.47622,0.999996,548,2,0.029161
ETV3L,4,0.0031839,0.011788,0.274582,58,3,-0.29358,0.60582,0.62341,0.999996,741,1,-0.29358,4,0.57085,0.59557,0.999996,741,1,0.0074785,0.63306,0.64693,0.999996,829,1,0.0074785,4,0.15745,0.29678,0.999996,357,2,-0.075844,0.90517,0.90494,0.999996,1129,0,-0.075844
MSGN1,4,0.28026,0.4085,0.999996,451,2,-0.029027,0.60986,0.62628,0.999996,742,1,-0.029027,4,0.58709,0.60718,0.999996,754,1,0.23936,0.066475,0.14999,0.999996,170,2,0.23936,4,0.72388,0.73982,0.999996,839,1,0.16959,0.015052,0.047801,0.551959,117,2,0.16959
ZNF182,4,0.067071,0.15006,0.999996,189,2,-0.046281,0.61095,0.62698,0.999996,743,1,-0.046281,4,0.82259,0.82507,0.999996,1068,0,0.017403,0.77663,0.77803,0.999996,1006,0,0.017403,4,0.87226,0.87232,0.999996,1057,0,0.027075,0.82433,0.82609,0.999996,991,1,0.027075
ZNF628,4,0.49398,0.54374,0.999996,622,1,-0.032825,0.61132,0.62725,0.999996,744,1,-0.032825,4,0.14492,0.24389,0.999996,304,1,0.042693,0.75238,0.7532,0.999996,968,0,0.042693,4,0.76876,0.7744,0.999996,891,1,-0.054344,0.55325,0.65854,0.999996,765,1,-0.054344
ZNF343,4,0.9288,0.92908,0.999996,1185,0,0.048727,0.61204,0.62769,0.999996,745,1,0.048727,4,0.36726,0.46796,0.999996,590,1,0.069733,0.39157,0.4936,0.999996,617,1,0.069733,4,0.39151,0.53491,0.999996,606,1,-0.036274,0.87147,0.87145,0.999996,1073,0,-0.036274
TFAP2A,4,0.26266,0.38685,0.999996,430,2,-0.011947,0.61241,0.62798,0.999996,746,1,-0.011947,4,0.82739,0.8295,0.999996,1072,0,-0.075013,0.37093,0.48266,0.999996,604,1,-0.075013,4,0.19065,0.33125,0.999996,388,2,-0.10417,0.95815,0.95788,0.999996,1213,0,-0.10417
ELK4,4,0.90535,0.90565,0.999996,1145,0,0.071144,0.61277,0.62827,0.999996,747,1,0.071144,4,0.0054598,0.019425,0.553733,47,4,-0.3873,0.99454,0.99473,0.999996,1325,0,-0.3873,4,0.97567,0.97561,0.999996,1242,0,0.10068,0.096136,0.20819,0.999996,263,3,0.10068
ANHX,4,0.26892,0.39461,0.999996,437,2,-0.0090332,0.6135,0.62883,0.999996,748,1,-0.0090332,4,0.14859,0.24885,0.999996,312,2,-0.20639,0.9822,0.98237,0.999996,1307,0,-0.20639,4,0.44424,0.58888,0.999996,666,1,0.043648,0.13697,0.27901,0.999996,332,2,0.043648
ZNF345,4,0.72564,0.72626,0.999996,884,0,0.017069,0.61386,0.62917,0.999996,749,1,0.017069,4,0.15941,0.26198,0.999996,327,2,-0.094631,0.86039,0.86178,0.999996,1116,0,-0.094631,4,0.61631,0.67147,0.999996,757,1,0.10087,0.14271,0.28875,0.999996,346,2,0.10087
SOX7,4,0.57787,0.60116,0.999996,700,1,-0.049681,0.61675,0.63114,0.999996,750,1,-0.049681,4,0.24603,0.36706,0.999996,458,1,0.12229,0.12318,0.22183,0.999996,243,2,0.12229,4,0.022576,0.064518,0.609534,143,3,-0.15594,0.78438,0.7927,0.999996,948,1,-0.15594
GSC2,4,0.93549,0.93579,0.999996,1191,0,0.056307,0.61711,0.63143,0.999996,751,1,0.056307,4,0.17382,0.27984,0.999996,359,2,-0.17812,0.56016,0.59487,0.999996,752,1,-0.17812,4,0.36609,0.5089,0.999996,575,2,-0.029625,0.64944,0.70522,0.999996,829,1,-0.029625
PITX1,4,0.69892,0.70023,0.999996,847,1,0.01683,0.61819,0.63233,0.999996,752,1,0.01683,4,0.9728,0.9729,0.999996,1281,0,0.54619,0.0023957,0.0090545,0.278015,44,3,0.54619,4,0.90655,0.90626,0.999996,1119,0,0.015787,0.61523,0.68676,0.999996,809,1,0.015787
ZNF620,4,0.56692,0.59344,0.999996,689,1,-0.035527,0.61891,0.63281,0.999996,753,1,-0.035527,4,0.49176,0.54129,0.999996,683,1,0.080281,0.2771,0.40545,0.999996,495,2,0.080281,4,0.5778,0.65168,0.999996,730,1,0.0079423,0.25907,0.40918,0.999996,474,1,0.0079423
MESP1,4,0.27837,0.40627,0.999996,450,2,-0.047762,0.61927,0.63307,0.999996,754,1,-0.047762,4,0.1494,0.24968,0.999996,315,2,-0.11732,0.51668,0.56582,0.999996,710,1,-0.11732,4,0.21969,0.36035,0.999996,413,2,-0.10113,0.81261,0.81621,0.999996,976,1,-0.10113
TFCP2,4,0.15641,0.25885,0.999996,297,2,-0.095498,0.61998,0.63365,0.999996,755,1,-0.095498,4,0.68825,0.6902,0.999996,878,1,0.10571,0.31091,0.44473,0.999996,547,2,0.10571,4,0.020513,0.06004,0.583553,139,3,-0.24095,0.9136,0.91339,0.999996,1142,0,-0.24095
SP8,4,0.097182,0.18589,0.999996,219,2,-0.0882,0.62141,0.63471,0.999996,756,1,-0.0882,4,0.19729,0.30815,0.999996,392,2,-0.20964,0.28247,0.4118,0.999996,502,1,-0.20964,4,0.25355,0.39503,0.999996,453,2,-0.091739,0.82732,0.82881,0.999996,999,1,-0.091739
ZNF679,4,0.18717,0.29645,0.999996,332,2,-0.098222,0.62213,0.63527,0.999996,757,1,-0.098222,4,0.095119,0.18285,0.999996,236,2,-0.32636,0.61567,0.63359,0.999996,806,1,-0.32636,4,0.069436,0.15728,0.945105,223,3,-0.1384,0.83797,0.83878,0.999996,1013,1,-0.1384
LHX8,4,0.49087,0.54193,0.999996,619,1,-0.068027,0.62355,0.63658,0.999996,758,1,-0.068027,4,0.773,0.77439,0.999996,998,0,0.049409,0.33844,0.46619,0.999996,579,1,0.049409,4,0.85965,0.85979,0.999996,1036,0,-0.017526,0.70094,0.73482,0.999996,865,1,-0.017526
DPF3,4,0.8505,0.85202,0.999996,1064,0,-0.047169,0.62391,0.63685,0.999996,759,1,-0.047169,4,0.97898,0.97898,0.999996,1291,0,0.25847,0.086814,0.17851,0.999996,195,2,0.25847,4,0.96017,0.95994,0.999996,1207,0,0.12136,0.0764,0.17232,0.999996,227,3,0.12136
CRX,4,0.93946,0.93951,0.999996,1198,0,0.082089,0.62426,0.63716,0.999996,760,1,0.082089,4,0.7128,0.71364,0.999996,908,1,0.1019,0.24902,0.37245,0.999996,447,1,0.1019,4,0.29767,0.43924,0.999996,502,2,-0.041765,0.66988,0.71632,0.999996,840,1,-0.041765
POU1F1,4,0.30639,0.43786,0.999996,486,1,-0.06864,0.62604,0.63843,0.999996,761,1,-0.06864,4,0.021851,0.056573,0.831823,89,2,-0.14681,0.51882,0.56724,0.999996,712,1,-0.14681,4,0.18054,0.32081,0.999996,376,2,-0.10318,0.97976,0.9797,0.999996,1253,0,-0.10318
ETV4,4,0.1699,0.27564,0.999996,312,2,-0.047973,0.62639,0.63871,0.999996,762,1,-0.047973,4,0.056114,0.12883,0.999996,170,2,-0.19464,0.92367,0.92401,0.999996,1217,0,-0.19464,4,0.1523,0.29171,0.999996,354,2,-0.10299,0.93186,0.9318,0.999996,1169,0,-0.10299
FOXR2,4,0.084401,0.17071,0.999996,205,2,-0.045863,0.62674,0.63905,0.999996,763,1,-0.045863,4,0.16851,0.27359,0.999996,349,2,-0.13936,0.084147,0.17552,0.999996,192,1,-0.13936,4,0.58968,0.65766,0.999996,737,1,0.061985,0.35039,0.49776,0.999996,574,2,0.061985
NKX2-5,4,0.85298,0.85428,0.999996,1071,0,0.048511,0.62921,0.64107,0.999996,764,1,0.048511,4,0.93299,0.93318,0.999996,1215,0,0.049483,0.76957,0.77062,0.999996,996,0,0.049483,4,0.43562,0.58041,0.999996,661,1,0.092036,0.217,0.3687,0.999996,428,2,0.092036
CCR8,4,0.036339,0.087911,0.860633,138,3,-0.13284,0.63166,0.64292,0.999996,765,1,-0.13284,4,0.62426,0.6354,0.999996,796,1,0.030729,0.48729,0.54769,0.999996,685,1,0.030729,4,0.12015,0.25031,0.999996,316,2,-0.085883,0.20942,0.36128,0.999996,419,1,-0.085883
FOXS1,4,0.79253,0.79446,0.999996,978,0,-0.036394,0.63341,0.64439,0.999996,766,1,-0.036394,4,0.63515,0.64417,0.999996,807,1,0.084377,0.71135,0.71307,0.999996,901,1,0.084377,4,0.17405,0.31421,0.999996,370,2,-0.027547,0.28525,0.43436,0.999996,500,2,-0.027547
ASCL5,4,0.43953,0.51074,0.999996,578,1,-0.098379,0.63411,0.64484,0.999996,767,1,-0.098379,4,0.75906,0.75981,0.999996,980,0,0.096002,0.090365,0.18265,0.999996,201,2,0.096002,4,0.95506,0.95484,0.999996,1201,0,0.17275,0.038568,0.10003,0.824046,164,3,0.17275
XPA,4,0.76834,0.76937,0.999996,941,0,0.015699,0.6348,0.64542,0.999996,768,1,0.015699,4,0.022969,0.059094,0.831823,92,2,-0.23513,0.71799,0.7191,0.999996,912,1,-0.23513,4,0.29863,0.44032,0.999996,503,2,-0.065197,0.92012,0.91962,0.999996,1154,0,-0.065197
ZNF337,4,0.87959,0.88068,0.999996,1115,0,0.01517,0.6355,0.64603,0.999996,769,1,0.01517,4,0.78234,0.78392,0.999996,1009,0,0.095599,0.12902,0.2292,0.999996,251,1,0.095599,4,0.92001,0.9195,0.999996,1146,0,0.025367,0.68507,0.72499,0.999996,854,1,0.025367
PRDM6,4,0.23398,0.35274,0.999996,391,1,-0.057576,0.63861,0.64854,0.999996,770,1,-0.057576,4,0.99598,0.99611,0.999996,1314,0,0.3054,0.0040232,0.014668,0.430801,46,4,0.3054,4,0.82693,0.8272,0.999996,978,1,0.066555,0.23176,0.38314,0.999996,448,2,0.066555
TBX5,4,0.82279,0.82522,0.999996,1024,0,-0.016418,0.6393,0.64901,0.999996,771,1,-0.016418,4,0.31923,0.44271,0.999996,554,1,-0.056334,0.59165,0.61644,0.999996,779,1,-0.056334,4,0.12246,0.25437,0.999996,322,3,-0.094135,0.78297,0.79171,0.999996,946,1,-0.094135
ZNF613,4,0.15424,0.25615,0.999996,293,2,-0.068679,0.63999,0.64947,0.999996,772,1,-0.068679,4,0.70101,0.70209,0.999996,893,1,0.1014,0.69559,0.69872,0.999996,882,1,0.1014,4,0.32405,0.46639,0.999996,526,2,-0.030955,0.55849,0.66085,0.999996,770,1,-0.030955
KLF12,4,0.9691,0.96905,0.999996,1242,0,0.046064,0.64068,0.65009,0.999996,773,1,0.046064,4,0.30414,0.43493,0.999996,547,1,-0.10128,0.96698,0.96713,0.999996,1276,0,-0.10128,4,0.22299,0.36372,0.999996,416,2,-0.016999,0.36543,0.51231,0.999996,594,2,-0.016999
ZNF791,4,0.78794,0.78976,0.999996,970,0,-0.037083,0.64136,0.65067,0.999996,774,1,-0.037083,4,0.20314,0.31499,0.999996,399,2,-0.074875,0.097923,0.19162,0.999996,208,1,-0.074875,4,0.12972,0.26666,0.999996,338,2,-0.070301,0.8774,0.87742,0.999996,1085,0,-0.070301
HOXD12,4,0.36779,0.46981,0.999996,525,1,-0.075082,0.64273,0.65187,0.999996,775,1,-0.075082,4,0.52435,0.5625,0.999996,702,1,0.021149,0.24782,0.371,0.999996,443,1,0.021149,4,0.82792,0.82821,0.999996,980,0,0.05788,0.2245,0.37571,0.999996,441,2,0.05788
MYBL1,4,0.2049,0.31751,0.999996,352,2,-0.061657,0.64342,0.65241,0.999996,776,1,-0.061657,4,0.047351,0.11108,0.993804,151,2,0.086824,0.013839,0.039505,0.784872,68,2,0.086824,4,0.68817,0.71501,0.999996,810,1,0.022373,0.38486,0.53154,0.999996,615,2,0.022373
ZNF341,4,0.25425,0.37715,0.999996,421,2,-0.01364,0.64376,0.65277,0.999996,777,1,-0.01364,4,0.72141,0.72181,0.999996,922,0,0.050419,0.13517,0.23626,0.999996,262,2,0.050419,4,0.094029,0.20304,0.999996,271,3,-0.097398,0.96802,0.96793,0.999996,1233,0,-0.097398
GSX1,4,0.68015,0.68284,0.999996,822,1,-0.026777,0.64444,0.65335,0.999996,778,1,-0.026777,4,0.16771,0.27259,0.999996,347,1,0.019373,0.26955,0.39633,0.999996,482,2,0.019373,4,0.24552,0.38743,0.999996,443,2,-0.048662,0.077882,0.17506,0.999996,230,1,-0.048662
PLAG1,4,0.82838,0.8304,0.999996,1031,0,0.0041588,0.64546,0.65429,0.999996,779,1,0.0041588,4,0.169,0.27412,0.999996,350,2,-0.10568,0.71396,0.71552,0.999996,903,1,-0.10568,4,0.25262,0.39412,0.999996,452,2,0.0028415,0.2446,0.39584,0.999996,459,2,0.0028415
LHX1,4,0.81141,0.81386,0.999996,1007,0,0.028243,0.6458,0.65455,0.999996,780,1,0.028243,4,0.62106,0.63264,0.999996,790,1,-0.062694,0.73669,0.73716,0.999996,943,1,-0.062694,4,0.98684,0.98686,0.999996,1271,0,0.17038,0.013164,0.042283,0.514628,111,4,0.17038
ZNF284,4,0.73751,0.73799,0.999996,900,0,-0.053432,0.64648,0.6551,0.999996,781,1,-0.053432,4,0.34546,0.4564,0.999996,572,1,-0.084827,0.89012,0.89133,0.999996,1159,0,-0.084827,4,0.0055876,0.019109,0.307933,83,2,-0.16764,0.29046,0.43946,0.999996,508,1,-0.16764
FKBPL,4,0.78771,0.78953,0.999996,969,0,-0.042646,0.64919,0.65718,0.999996,782,1,-0.042646,4,0.76883,0.76986,0.999996,991,0,0.20873,0.13647,0.23783,0.999996,264,2,0.20873,4,0.40976,0.55363,0.999996,626,2,0.028339,0.2805,0.42968,0.999996,496,2,0.028339
HLA-C,4,0.2273,0.34469,0.999996,381,2,-0.033463,0.64986,0.65777,0.999996,783,1,-0.033463,4,0.73176,0.7322,0.999996,938,0,-0.021694,0.31478,0.44936,0.999996,554,2,-0.021694,4,0.99744,0.99734,0.999996,1300,0,0.17848,0.0025623,0.009399,0.204385,62,4,0.17848
GATA5,4,0.68794,0.69008,0.999996,832,1,-0.046284,0.65154,0.65913,0.999996,784,1,-0.046284,4,0.16907,0.2742,0.999996,351,2,-0.027861,0.28819,0.41823,0.999996,513,2,-0.027861,4,0.75437,0.76246,0.999996,876,1,0.020232,0.39201,0.53851,0.999996,624,2,0.020232
ZNF519,4,0.39767,0.48634,0.999996,550,1,0.001232,0.65255,0.66001,0.999996,785,1,0.001232,4,0.92474,0.92509,0.999996,1202,0,0.020924,0.72564,0.72648,0.999996,926,1,0.020924,4,0.70599,0.72703,0.999996,821,1,0.063817,0.30568,0.45442,0.999996,525,2,0.063817
ZSCAN29,4,0.093806,0.18181,0.999996,216,2,-0.10026,0.65288,0.66026,0.999996,786,1,-0.10026,4,0.023831,0.061007,0.831823,97,3,-0.2406,0.77711,0.77852,0.999996,1007,0,-0.2406,4,0.93814,0.93807,0.999996,1173,0,0.039317,0.393,0.53964,0.999996,626,2,0.039317
ZNF75A,4,0.32421,0.44697,0.999996,498,1,-0.023674,0.65388,0.66102,0.999996,787,1,-0.023674,4,0.38441,0.47744,0.999996,603,1,-0.1046,0.71018,0.71197,0.999996,900,1,-0.1046,4,0.057676,0.13494,0.904916,201,3,-0.12601,0.98361,0.98358,0.999996,1263,0,-0.12601
ZNF596,4,0.70901,0.70984,0.999996,863,1,0.024449,0.65455,0.66157,0.999996,788,1,0.024449,4,0.2809,0.40912,0.999996,509,2,-0.07577,0.82158,0.82414,0.999996,1060,0,-0.07577,4,0.17913,0.31939,0.999996,374,2,-0.070045,0.89076,0.89092,0.999996,1109,0,-0.070045
GLI2,4,0.39055,0.48245,0.999996,542,1,0.069007,0.65522,0.66215,0.999996,789,1,0.069007,4,0.21886,0.33417,0.999996,420,2,-0.11956,0.74582,0.74642,0.999996,957,0,-0.11956,4,0.43408,0.57884,0.999996,657,2,0.0086623,0.39563,0.54212,0.999996,630,2,0.0086623
HOXB1,4,0.31199,0.44066,0.999996,487,1,-0.043526,0.65721,0.66379,0.999996,790,1,-0.043526,4,0.19635,0.3069,0.999996,389,1,-0.039624,0.39259,0.49417,0.999996,618,1,-0.039624,4,0.35876,0.5013,0.999996,568,1,-0.033951,0.81303,0.81655,0.999996,978,1,-0.033951
ZFP57,4,0.79048,0.79251,0.999996,976,0,-0.036171,0.65886,0.66525,0.999996,791,1,-0.036171,4,0.63827,0.64676,0.999996,810,1,-0.14451,0.87929,0.88038,0.999996,1142,0,-0.14451,4,0.8213,0.8217,0.999996,964,1,0.17639,0.032306,0.087376,0.779931,151,3,0.17639
PRDM4,4,0.39259,0.48356,0.999996,544,1,0.013677,0.65952,0.66578,0.999996,792,1,0.013677,4,0.13633,0.23341,0.999996,297,2,-0.16692,0.63792,0.65066,0.999996,832,1,-0.16692,4,0.96951,0.96949,0.999996,1226,0,0.1243,0.070201,0.16063,0.999996,212,3,0.1243
SP9,4,0.75779,0.7585,0.999996,927,0,-0.097254,0.6615,0.66736,0.999996,793,1,-0.097254,4,0.90383,0.90419,0.999996,1168,0,0.055312,0.75982,0.76066,0.999996,981,0,0.055312,4,0.30859,0.45028,0.999996,511,1,0.074687,0.30247,0.45113,0.999996,520,2,0.074687
GSX2,4,0.91471,0.91497,0.999996,1163,0,0.023466,0.66183,0.66756,0.999996,794,1,0.023466,4,0.013508,0.038069,0.749534,68,3,-0.36588,0.71656,0.71791,0.999996,907,1,-0.36588,4,0.59646,0.66083,0.999996,741,1,0.044649,0.4436,0.58906,0.999996,684,2,0.044649
CXCR3,4,0.53151,0.56835,0.999996,657,1,0.030858,0.66379,0.66931,0.999996,795,1,0.030858,4,0.4855,0.53735,0.999996,674,1,0.10522,0.20021,0.31418,0.999996,360,2,0.10522,4,0.69063,0.71648,0.999996,813,1,0.053678,0.29065,0.43964,0.999996,509,2,0.053678
NR4A1,4,0.868,0.86907,0.999996,1100,0,-0.0030239,0.66672,0.67187,0.999996,796,1,-0.0030239,4,0.94343,0.94333,0.999996,1236,0,0.26732,0.039743,0.095503,0.999996,114,3,0.26732,4,0.283,0.42435,0.999996,484,1,-0.0096123,0.50317,0.63795,0.999996,740,1,-0.0096123
ZNF768,4,0.8028,0.80462,0.999996,995,0,0.030204,0.66737,0.67244,0.999996,797,1,0.030204,4,0.24423,0.36504,0.999996,454,1,0.015327,0.42843,0.51376,0.999996,649,1,0.015327,4,0.015574,0.049377,0.517116,129,3,-0.28387,0.53186,0.6498,0.999996,755,1,-0.28387
HOXA4,4,0.46358,0.52536,0.999996,595,1,-0.010641,0.66802,0.67293,0.999996,798,1,-0.010641,4,0.38028,0.47497,0.999996,599,1,0.016255,0.64102,0.65304,0.999996,835,1,0.016255,4,0.31727,0.45946,0.999996,520,2,-0.050393,0.67309,0.71804,0.999996,842,1,-0.050393
ZNF682,4,0.58173,0.60402,0.999996,703,1,-0.058218,0.66834,0.6732,0.999996,799,1,-0.058218,4,0.49885,0.54569,0.999996,691,1,0.13437,0.24529,0.36797,0.999996,437,2,0.13437,4,0.098423,0.21132,0.999996,279,3,-0.12056,0.643,0.70162,0.999996,821,1,-0.12056
ZNF283,4,0.10543,0.19604,0.999996,228,2,-0.064544,0.66963,0.67427,0.999996,800,1,-0.064544,4,0.6582,0.66352,0.999996,838,1,0.043994,0.73451,0.73508,0.999996,940,1,0.043994,4,0.0056029,0.019146,0.307933,84,3,-0.31175,0.58511,0.67267,0.999996,786,1,-0.31175
MSC,4,0.11897,0.21246,0.999996,244,1,0.0524,0.67028,0.67482,0.999996,801,1,0.0524,4,0.0096147,0.029098,0.658168,59,2,-0.23182,0.75855,0.75924,0.999996,980,0,-0.23182,4,0.33086,0.47352,0.999996,535,2,-0.08327,0.35876,0.50576,0.999996,586,1,-0.08327
DMRT3,4,0.11159,0.20375,0.999996,232,2,-0.084114,0.6706,0.6751,0.999996,802,1,-0.084114,4,0.52604,0.56369,0.999996,704,1,0.15957,0.077957,0.16835,0.999996,186,2,0.15957,4,0.71475,0.73317,0.999996,828,1,0.0024759,0.32856,0.4768,0.999996,551,1,0.0024759
ZNF154,4,0.41864,0.4981,0.999996,563,1,0.0012425,0.67189,0.67642,0.999996,803,1,0.0012425,4,0.9624,0.96247,0.999996,1264,0,0.15161,0.2291,0.34872,0.999996,409,2,0.15161,4,0.41535,0.55916,0.999996,634,2,-0.045648,0.65012,0.70555,0.999996,830,1,-0.045648
CCL4,4,0.026727,0.0675,0.759942,120,3,-0.2083,0.67349,0.67766,0.999996,804,1,-0.2083,4,0.92292,0.92337,0.999996,1197,0,0.13935,0.19823,0.3121,0.999996,358,2,0.13935,4,0.80857,0.80973,0.999996,944,1,0.051025,0.41141,0.55754,0.999996,648,2,0.051025
KLF9,4,0.1129,0.20529,0.999996,234,2,-0.14053,0.6754,0.67932,0.999996,805,1,-0.14053,4,0.096263,0.18411,0.999996,239,2,-0.22497,0.9604,0.96059,0.999996,1262,0,-0.22497,4,0.20942,0.35,0.999996,403,2,-0.071239,0.84411,0.84446,0.999996,1021,1,-0.071239
FOXR1,4,0.77566,0.77701,0.999996,952,0,0.030314,0.67572,0.67967,0.999996,806,1,0.030314,4,0.72621,0.72679,0.999996,930,0,-0.060302,0.84308,0.84499,0.999996,1092,0,-0.060302,4,0.11596,0.24226,0.999996,306,3,-0.068452,0.95656,0.95634,0.999996,1209,0,-0.068452
NR5A2,4,0.2508,0.37308,0.999996,415,2,-0.06295,0.67699,0.68065,0.999996,807,1,-0.06295,4,0.80302,0.80487,0.999996,1043,0,-0.080088,0.54108,0.58162,0.999996,734,1,-0.080088,4,0.5805,0.65294,0.999996,733,1,0.050748,0.12693,0.26208,0.999996,314,2,0.050748
ZNF502,2,0.3707,0.3747,0.999996,528,1,-0.064103,0.67803,0.67702,0.999996,808,0,-0.064103,2,0.25423,0.27371,0.999996,470,1,-0.15815,0.73887,0.73745,0.999996,947,0,-0.15815,2,0.08938,0.15459,0.945105,263,2,-0.16963,0.91062,0.91067,0.999996,1139,0,-0.16963
NKX6-1,4,0.87838,0.8795,0.999996,1112,0,-0.0089935,0.67825,0.68172,0.999996,809,1,-0.0089935,4,0.68794,0.68982,0.999996,877,1,-0.064697,0.33898,0.46641,0.999996,580,1,-0.064697,4,0.29275,0.43436,0.999996,494,2,-0.030105,0.52428,0.64672,0.999996,753,1,-0.030105
ZNF76,4,0.28185,0.41032,0.999996,453,2,-0.042813,0.67857,0.68198,0.999996,810,1,-0.042813,4,0.30064,0.43272,0.999996,543,2,-0.17987,0.98151,0.98167,0.999996,1305,0,-0.17987,4,0.76703,0.773,0.999996,889,1,0.1565,0.077198,0.17382,0.999996,229,3,0.1565
TFCP2L1,4,0.56096,0.5894,0.999996,684,1,-0.078678,0.67952,0.68276,0.999996,811,1,-0.078678,4,0.73149,0.73194,0.999996,937,0,0.045252,0.06767,0.15207,0.999996,172,2,0.045252,4,0.83816,0.83859,0.999996,994,0,0.13965,0.068047,0.15651,0.999996,206,3,0.13965
ZNF431,4,0.6502,0.65726,0.999996,779,1,-0.029404,0.68015,0.68333,0.999996,812,1,-0.029404,4,0.15208,0.25308,0.999996,320,2,-0.20699,0.9756,0.97546,0.999996,1296,0,-0.20699,4,0.21004,0.35068,0.999996,404,2,-0.052832,0.47986,0.62507,0.999996,731,2,-0.052832
