gene_name,eff_mean_lfc,eff_mean_z,n_module_down,tol_mean_lfc,tol_mean_z,n_tolerance_down,stim_de_genes,n_cells_target,rest_de_genes,rest_qc_class,rest_qc_fail_reason,selectivity,efficacy,tolerance_loss,efficacy_lfc,tolerance_loss_lfc,rest_cells,rest_cells_ratio,log2_stim_over_rest_cells,viability_tier,is_iei,is_core_essential,fail_direction,fail_evidence,fail_tolerance,fail_homeostasis,homeostasis_verdict,safe,reject_reason,window_score,window_rank
ALDH16A1,-0.35105446968950016,-0.3728815880789752,0,-0.39061665302113596,-0.9171585802005124,0,3,715.0,1.0,rest_qc_pass,-,0.6931471805599453,0.3728815880789752,0.9171585802005124,0.35105446968950016,0.39061665302113596,603.0,1.1104972375690607,0.24578523976566702,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.3359934768358683,5749
TRIM24,0.07076724139430132,0.3962245503254242,0,-0.5211608071113795,-0.23343518385314443,0,12,108.0,17.0,rest_qc_pass,-,-0.3254224004346278,-0.3962245503254242,0.23343518385314443,-0.07076724139430132,0.5211608071113795,77.0,0.141804788213628,0.4881009614685672,depleting-at-rest,False,False,True,True,False,True,fail,False,evidence,-1.3364042408183987,5750
SERINC5,-0.409100614342977,-0.7145751687750143,0,-0.6083504583776104,-1.2212307880004551,0,18,341.0,12.0,rest_qc_pass,-,0.3794896217049035,0.7145751687750143,1.2212307880004551,0.409100614342977,0.6083504583776104,310.0,0.570902394106814,0.13750352374993502,non-depleting,False,False,False,True,True,True,fail,False,"evidence,tolerance",-1.3366634483347744,5751
CCNG2,0.1390729676686519,0.6591776628933325,0,0.339825485744189,0.769004385021485,0,24,248.0,13.0,rest_qc_pass,-,0.5798184952529422,-0.6591776628933325,-0.769004385021485,-0.1390729676686519,-0.339825485744189,240.0,0.4419889502762431,0.04730571477835682,depleting-at-rest,False,False,True,True,False,True,fail,False,evidence,-1.3374357179436684,5752
PPP1R11,-0.5076006994172975,-0.14103128273794785,6,-0.7291942802182336,-0.7116081259750539,0,633,83.0,420.0,rest_qc_pass,-,0.40941612075484457,0.14103128273794785,0.7116081259750539,0.5076006994172975,0.7291942802182336,88.0,0.16206261510128914,-0.08439218729037243,depleting-at-rest,False,False,False,False,False,True,fail,True,-,-1.3376500713706745,5753
HNRNPA0,-0.02913202422203883,-0.31520396492539393,0,-0.43004781025768113,-0.8667907790942186,0,3,560.0,2.0,rest_qc_pass,-,0.2876820724517808,0.31520396492539393,0.8667907790942186,0.02913202422203883,0.43004781025768113,467.0,0.860036832412523,0.2620042772353045,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.3385022087091893,5754
USF1,-0.3544430724916357,-0.7799402740909276,0,-0.5369612571177861,-1.2804703278455856,0,10,760.0,5.0,rest_qc_pass,-,0.6061358035703157,0.7799402740909276,1.2804703278455856,0.3544430724916357,0.5369612571177861,576.0,1.0607734806629834,0.39993060688863546,non-depleting,False,False,False,True,True,True,fail,False,"evidence,tolerance",-1.3397193655815134,5755
DDIT4,0.05911345765822993,0.17547417860643144,0,-0.13997332856702438,-0.4317217576529086,0,318,490.0,4.0,rest_qc_pass,-,4.155753190350744,-0.17547417860643144,0.4317217576529086,-0.05911345765822993,0.13997332856702438,289.0,0.5322283609576427,0.7617122565018918,non-depleting,False,False,True,True,False,False,pass,False,evidence,-1.3418694167826184,5756
GSK3A,-0.38619854052715574,-1.0516763567160674,0,-0.8122447905996748,-1.5233490910547487,0,3,1101.0,5.0,rest_qc_pass,-,-0.4054651081081644,1.0516763567160674,1.5233490910547487,0.38619854052715574,0.8122447905996748,994.0,1.8305709023941068,0.14749671200208275,non-depleting,False,False,False,True,True,True,fail,False,"evidence,tolerance",-1.343153249439215,5757
TRMT10A,0.045519039793276886,0.4314485423514762,0,0.07461953078390948,-0.20459840198122015,1,17,1347.0,11.0,rest_qc_pass,-,0.40546510810816416,-0.4314485423514762,0.20459840198122015,-0.045519039793276886,-0.07461953078390948,1450.0,2.6703499079189688,-0.10630304943999368,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3431918505307412,5758
BRI3BP,0.12790341945553346,0.6622067995360565,0,0.15787587192212482,0.6069314494489146,0,6,1849.0,2.0,rest_qc_pass,-,0.8472978603872034,-0.6622067995360565,-0.6069314494489146,-0.12790341945553346,-0.15787587192212482,2061.0,3.7955801104972378,-0.15659928013506044,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.344796588651039,5759
STAT6,0.03583375383980916,0.3576865285872235,5,-0.2399610332380236,-0.270938521220067,1,1128,779.0,3.0,rest_qc_pass,-,5.642793203029771,-0.3576865285872235,0.270938521220067,-0.03583375383980916,0.2399610332380236,644.0,1.1860036832412524,0.27456263994705216,non-depleting,False,False,True,True,False,False,pass,False,evidence,-1.3452481274581736,5760
TADA1,-0.7957724112018748,-1.3603052335196817,13,-0.3761383588759584,-1.7989426374463007,3,3114,372.0,2944.0,rest_qc_pass,-,0.05612033513586567,1.3603052335196817,1.7989426374463007,0.7957724112018748,0.3761383588759584,545.0,1.003683241252302,-0.5509536085562572,non-depleting,False,False,False,False,True,True,fail,False,tolerance,-1.3463424121003285,5761
C8orf88,-0.24876272116146375,-0.33440737012922434,0,-0.4053652751146253,-0.8869706781209169,0,2,759.0,1.0,rest_qc_fail,ontarget_ns,0.4054651081081645,0.33440737012922434,0.8869706781209169,0.24876272116146375,0.4053652751146253,660.0,1.2154696132596685,0.2016338611696504,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,-1.3469867586584539,5762
BAP1,-0.610560242851395,-0.9604298956836381,5,-1.2208980824703555,-1.4438031660833959,1,258,65.0,60.0,rest_qc_fail,ontarget_ns,1.445954197526226,0.9604298956836381,1.4438031660833959,0.610560242851395,1.2208980824703555,56.0,0.10313075506445672,0.21501289097085052,depleting-at-rest,False,False,False,False,True,True,indeterminate,False,tolerance,-1.3474946819261473,5763
SNRPA,0.014926980332992477,0.36547949460613827,0,-0.424821137506074,-0.2650872932934317,0,6,169.0,0.0,rest_qc_fail,ontarget_ns,1.9459101490553132,-0.36547949460613827,0.2650872932934317,-0.014926980332992477,0.424821137506074,126.0,0.23204419889502761,0.42359951278226776,depleting-at-rest,False,False,True,True,False,True,indeterminate,False,evidence,-1.3481945027014255,5764
GCN1,-0.6882299870344788,-1.1156529761075034,2,-0.8069093504481842,-1.5823233372263066,1,278,344.0,58.0,rest_qc_pass,-,1.5536743379156457,1.1156529761075034,1.5823233372263066,0.6882299870344788,0.8069093504481842,241.0,0.4438305709023941,0.5133754184721363,depleting-at-rest,False,False,False,True,True,True,fail,False,"evidence,tolerance",-1.3488582029530618,5765
FKBP5,0.1595062506901979,0.5740119142170446,0,0.02265576806165034,-0.07994489243449644,0,2,622.0,9.0,rest_qc_pass,-,-1.2039728043259361,-0.5740119142170446,0.07994489243449644,-0.1595062506901979,-0.02265576806165034,595.0,1.0957642725598526,0.06402491193529676,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3489608848676315,5766
SIVA1,0.1629409641718937,0.2615232325978749,0,-0.13100411983371585,-0.35783326886927824,0,2,1070.0,5.0,rest_qc_pass,-,-0.6931471805599452,-0.2615232325978749,0.35783326886927824,-0.1629409641718937,0.13100411983371585,1135.0,2.0902394106813995,-0.08508150088976804,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3490421314446872,5767
GDAP1,0.2849215371953552,0.2753621037772654,0,0.0098481733276483,-0.3457925787361459,0,57,797.0,3.0,rest_qc_pass,-,2.6741486494265283,-0.2753621037772654,0.3457925787361459,-0.2849215371953552,-0.0098481733276483,719.0,1.3241252302025783,0.14858795355117393,non-depleting,False,False,True,True,False,False,pass,False,evidence,-1.3497651304509222,5768
IWS1,-0.08398564975223853,0.3402141020716777,1,-0.10022940987700495,-0.2883182774337094,0,410,325.0,686.0,rest_qc_pass,-,-0.5137410777261149,-0.3402141020716777,0.2883182774337094,0.08398564975223853,0.10022940987700495,535.0,0.9852670349907919,-0.7190991733726926,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3502865381458273,5769
PDCD10,-0.389534933015717,-0.7405852539022809,1,-0.6092088009838904,-1.2495852969866226,1,298,291.0,27.0,rest_qc_pass,-,2.368239063215483,0.7405852539022809,1.2495852969866226,0.389534933015717,0.6092088009838904,319.0,0.5874769797421732,-0.13253727085658554,non-depleting,False,False,False,True,True,False,pass,False,"evidence,tolerance",-1.3509478469095009,5770
ARHGAP30,-0.006800979146416558,0.05036932290147239,3,-0.36226887137359665,-0.5463878392135937,1,1484,1248.0,1840.0,rest_qc_pass,-,-0.21489412999627788,-0.05036932290147239,0.5463878392135937,0.006800979146416558,0.36226887137359665,1107.0,2.0386740331491713,0.172962712080696,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3512305216399962,5771
DHPS,0.12511127025978253,0.6649860849038438,0,0.0388847273258128,0.04490642236985007,1,337,123.0,532.0,rest_qc_pass,-,-0.45547552868282537,-0.6649860849038438,-0.04490642236985007,-0.12511127025978253,-0.0388847273258128,132.0,0.2430939226519337,-0.10187961401921364,depleting-at-rest,False,False,True,True,False,True,fail,False,evidence,-1.3515503150965948,5772
HMGB3,0.07705949596057822,0.18964471188234105,0,-0.36217277243867574,-0.42272344631028713,0,54,685.0,17.0,rest_qc_pass,-,1.1169614273363067,-0.18964471188234105,0.42272344631028713,-0.07705949596057822,0.36217277243867574,465.0,0.856353591160221,0.5588732718524954,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3517128209817741,5773
RAB39B,-0.24475069005815323,-0.37013650613505067,0,-0.35085221189536225,-0.9209703129388568,0,3,645.0,2.0,rest_qc_pass,-,0.2876820724517808,0.37013650613505067,0.9209703129388568,0.24475069005815323,0.35085221189536225,677.0,1.2467771639042358,-0.06985667326438025,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.3530810996485603,5774
PROSER3,0.2780875504342884,0.6666544485570227,0,0.271006133941268,0.6536884348000889,0,1,301.0,1.0,rest_qc_pass,-,0.0,-0.6666544485570227,-0.6536884348000889,-0.2780875504342884,-0.271006133941268,362.0,0.6666666666666666,-0.26622621032350324,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3556044765928823,5775
FANCE,0.0035501985505275863,0.22605703359230853,0,-0.3868466745853946,-0.39306468753444473,0,40,214.0,51.0,rest_qc_pass,-,-0.23767165187711958,-0.22605703359230853,0.39306468753444473,-0.0035501985505275863,0.3868466745853946,243.0,0.44751381215469616,-0.183345517204634,depleting-at-rest,True,False,True,True,False,True,fail,False,evidence,-1.3591417338114644,5776
CD7,0.25810332424737403,0.5866696123936358,0,-0.03522214955192772,-0.07368142307975638,0,5,641.0,8.0,rest_qc_pass,-,-0.4054651081081646,-0.5866696123936358,0.07368142307975638,-0.25810332424737403,0.03522214955192772,652.0,1.2007366482504604,-0.024547607612336545,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3626020628189657,5777
ATG16L2,-0.1258716770450172,0.0841261446202099,0,-0.46260175853251895,-0.5210982310919774,0,1,231.0,2.0,rest_qc_pass,-,-0.4054651081081645,-0.0841261446202099,0.5210982310919774,0.1258716770450172,0.46260175853251895,234.0,0.430939226519337,-0.01861567816734691,depleting-at-rest,False,False,True,True,False,True,fail,False,evidence,-1.3641468775136596,5778
MAU2,-0.3677891947180108,-0.7615900061267735,0,-0.31276156956591133,-1.273341993838333,0,113,819.0,428.0,rest_qc_fail,neighboring_kd,-1.3252584705335213,0.7615900061267735,1.273341993838333,0.3677891947180108,0.31276156956591133,978.0,1.8011049723756907,-0.255971013311225,non-depleting,False,False,False,True,True,True,indeterminate,False,"evidence,tolerance",-1.364830045098312,5779
NLGN2,-0.25538598255695355,-0.08637262592818407,0,-0.6104139277210773,-0.6731949650189443,0,60,230.0,48.0,rest_qc_fail,low_target_gex,0.2190535660626849,0.08637262592818407,0.6731949650189443,0.25538598255695355,0.6104139277210773,349.0,0.6427255985267035,-0.601593175265277,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,-1.36549325390585,5780
PANK1,-0.05060221637710444,0.27849604151138996,0,-0.16455512964020763,-0.34888280373322483,0,5,1128.0,1.0,rest_qc_pass,-,1.0986122886681096,-0.27849604151138996,0.34888280373322483,0.05060221637710444,0.16455512964020763,999.0,1.839779005524862,0.17521048460637534,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.365825886948593,5781
ZNF200,-0.07366363230766745,0.12762693645979162,0,-0.19848186404925283,-0.4831696471288136,0,57,948.0,10.0,rest_qc_pass,-,1.6625477377480484,-0.12762693645979162,0.4831696471288136,0.07366363230766745,0.19848186404925283,989.0,1.8213627992633517,-0.06108346186085177,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.366200486432384,5782
TBC1D24,-0.20991382619087884,-0.3842243806504686,0,-0.383502725804219,-0.9386812890402348,0,1,687.0,1.0,rest_qc_pass,-,0.0,0.3842243806504686,0.9386812890402348,0.20991382619087884,0.383502725804219,501.0,0.9226519337016574,0.45549949562289177,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.3672492329120012,5783
SMARCE1,-0.9429458264580728,-1.5000068632863086,12,-1.3674232717176527,-1.9317919730623696,3,1586,106.0,2380.0,rest_qc_pass,-,-0.4056751259604532,1.5000068632863086,1.9317919730623696,0.9429458264580728,1.3674232717176527,149.0,0.27440147329650094,-0.49124806589896247,depleting-at-rest,False,False,False,False,True,True,fail,False,tolerance,-1.3699256921712255,5784
ADAM17,-0.13299792732373616,-0.19339483746363317,0,-0.3004552895070434,-0.7699821525132946,0,2,1110.0,1.0,rest_qc_pass,-,0.4054651081081645,0.19339483746363317,0.7699821525132946,0.13299792732373616,0.3004552895070434,1028.0,1.8931860036832413,0.11071941204359012,non-depleting,True,False,False,True,False,True,fail,False,evidence,-1.369934706520804,5785
HK1,-0.07737396008988058,0.11799744835049077,0,-0.3495249722845043,-0.4933968976271672,0,18,550.0,5.0,rest_qc_pass,-,1.1526795099383853,-0.11799744835049077,0.4933968976271672,0.07737396008988058,0.3495249722845043,579.0,1.0662983425414365,-0.07413172957721464,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3707504692288581,5786
FUNDC1,-0.6357653808187437,-0.8130658291507504,0,-0.9342330853892662,-1.3218695992794682,0,14,137.0,2.0,rest_qc_pass,-,1.6094379124341003,0.8130658291507504,1.3218695992794682,0.6357653808187437,0.9342330853892662,103.0,0.18968692449355432,0.41153155577730843,depleting-at-rest,False,False,False,True,True,True,fail,False,"evidence,tolerance",-1.3723627926036983,5787
SNAPIN,-0.1487839463226685,-0.31119541753578867,0,-0.3505557191663796,-0.875679774006104,0,2,552.0,2.0,rest_qc_pass,-,0.0,0.31119541753578867,0.875679774006104,0.1487839463226685,0.3505557191663796,599.0,1.1031307550644567,-0.11788773601061664,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.3725356338353543,5788
BDH1,-0.0032351091788345443,0.0037780525409729787,0,-0.24588545362788608,-0.5973497812177561,0,1,762.0,2.0,rest_qc_pass,-,-0.4054651081081645,-0.0037780525409729787,0.5973497812177561,0.0032351091788345443,0.24588545362788608,775.0,1.427255985267035,-0.024405312668277803,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.377285594654063,5789
NFATC3,-0.05835181451960079,-0.05302987613610081,0,-0.21018782444095568,-0.6479591806363855,0,2,1433.0,1.0,rest_qc_pass,-,0.4054651081081645,0.05302987613610081,0.6479591806363855,0.05835181451960079,0.21018782444095568,1345.0,2.4769797421731123,0.0914324368181591,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.3775504994779568,5790
BIN3,-0.10786930021898769,0.020150171846090942,0,-0.33766136818843884,-0.5830355498299653,0,1,680.0,1.0,rest_qc_pass,-,0.0,-0.020150171846090942,0.5830355498299653,0.10786930021898769,0.33766136818843884,522.0,0.9613259668508287,0.38148493956781715,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3779511266401365,5791
MAP3K8,0.034784697726732386,0.13411319270605437,0,-0.3759164910283576,-0.4818050698537978,0,2,279.0,2.0,rest_qc_pass,-,0.0,-0.13411319270605437,0.4818050698537978,-0.034784697726732386,0.3759164910283576,309.0,0.569060773480663,-0.14734171607518692,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.378233009020105,5792
TNFSF8,0.013295414358885663,0.6766292377346973,0,0.19262803839452453,0.6093895893978415,0,5,703.0,3.0,rest_qc_pass,-,0.4054651081081644,-0.6766292377346973,-0.6093895893978415,-0.013295414358885663,-0.19262803839452453,886.0,1.6316758747697975,-0.3337820094824831,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3798434404067128,5793
PEX12,-0.12994324013522468,-0.3451559821225925,0,-0.4865760717544606,-0.9090739079211149,0,2,521.0,1.0,rest_qc_fail,ontarget_ns,0.4054651081081645,0.3451559821225925,0.9090739079211149,0.12994324013522468,0.4865760717544606,529.0,0.9742173112338858,-0.021984349835517565,non-depleting,False,False,False,True,False,True,indeterminate,False,evidence,-1.381272881633043,5794
TRIM38,-0.004744387619043153,0.08481210883307838,0,-0.19299879289186325,-0.526974889929693,0,14,533.0,3.0,rest_qc_pass,-,1.3217558399823195,-0.08481210883307838,0.526974889929693,0.004744387619043153,0.19299879289186325,564.0,1.0386740331491713,-0.0815596296396177,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3818739945873242,5795
PEX19,0.058095473574432586,0.48618920074395633,0,-0.027427727045073125,-0.17049543579499638,0,7,954.0,9.0,rest_qc_pass,-,-0.22314355131421015,-0.48618920074395633,0.17049543579499638,-0.058095473574432586,0.027427727045073125,872.0,1.6058931860036831,0.12966113122858525,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3830135475810592,5796
POC1A,-0.059981268339241944,-0.36260403002091757,0,-0.3632333016243976,-0.9252627290270483,0,4,513.0,4.0,rest_qc_pass,-,0.0,0.36260403002091757,0.9252627290270483,0.059981268339241944,0.3632333016243976,476.0,0.8766114180478821,0.10799725229911045,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.3831158491460576,5797
ZDHHC8,-0.34079248563319964,-0.532769105433345,0,-0.4428387161818562,-1.077438845669189,0,1,427.0,1.0,rest_qc_pass,-,0.0,0.532769105433345,1.077438845669189,0.34079248563319964,0.4428387161818562,438.0,0.8066298342541437,-0.03669479998068307,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.3854900557862635,5798
TRAPPC6B,0.13555642479797952,0.3994440324089093,0,-0.17816978154289143,-0.24864082969847626,0,7,307.0,4.0,rest_qc_pass,-,0.47000362924573547,-0.3994440324089093,0.24864082969847626,-0.13555642479797952,0.17816978154289143,450.0,0.8287292817679558,-0.5516863458468577,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3857828738296887,5799
HOMER2,-0.293386814089307,-0.4514212640180951,0,-0.4691755254054146,-1.0068049011693474,0,1,820.0,1.0,rest_qc_pass,-,0.0,0.4514212640180951,1.0068049011693474,0.293386814089307,0.4691755254054146,914.0,1.6832412523020257,-0.15657025555262366,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.3901329991163176,5800
HIGD1A,0.5055877025841269,0.68114407020619,0,0.24420166835866702,0.9555486606679374,0,3,201.0,1.0,rest_qc_pass,-,0.6931471805599453,-0.68114407020619,-0.9555486606679374,-0.5055877025841269,-0.24420166835866702,212.0,0.39042357274401474,-0.07686876338427064,depleting-at-rest,False,False,True,True,False,True,fail,False,evidence,-1.3908145856562741,5801
SLC25A32,0.1760280004899286,0.6813119538884302,0,0.2653724401143229,1.184546038393143,0,76,240.0,3.0,rest_qc_pass,-,2.9575110607337933,-0.6813119538884302,-1.184546038393143,-0.1760280004899286,-0.2653724401143229,312.0,0.574585635359116,-0.3785116232537297,non-depleting,False,False,True,True,False,False,pass,False,evidence,-1.3912225468097652,5802
CERS2,0.06573421829391984,0.6605032721602446,0,-0.1588624619462052,-0.019583386254373652,0,22,780.0,4.0,rest_qc_pass,-,1.5260563034950494,-0.6605032721602446,0.019583386254373652,-0.06573421829391984,0.1588624619462052,857.0,1.5782688766114181,-0.1358210803628892,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3941760400747543,5803
FUT8,-0.2704510392969081,-0.12035137520062583,0,-0.3099759206877963,-0.7147929491727479,0,3,522.0,12.0,rest_qc_pass,-,-1.1786549963416462,0.12035137520062583,0.7147929491727479,0.2704510392969081,0.3099759206877963,511.0,0.9410681399631676,0.030726515632263224,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.3966064578407296,5804
CERS6,0.04569473516198892,0.07161070707061687,0,-0.3059160509231274,-0.5446631618720251,0,3,368.0,3.0,rest_qc_pass,-,0.0,-0.07161070707061687,0.5446631618720251,-0.04569473516198892,0.3059160509231274,344.0,0.6335174953959485,0.0972972013549148,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.3981342289735212,5805
DUSP11,0.061196379168607394,-0.03257131984336916,0,-0.3180758900163823,-0.6378273469915645,0,5,874.0,1.0,rest_qc_pass,-,1.0986122886681096,0.03257131984336916,0.6378273469915645,-0.061196379168607394,0.3180758900163823,867.0,1.5966850828729282,0.01160128627876344,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.3995761607376038,5806
FAR1,-0.017811110984569216,0.4934236485613588,0,-0.02006358403407816,-0.17080395659360553,0,1,810.0,2.0,rest_qc_pass,-,-0.4054651081081645,-0.4934236485613588,0.17080395659360553,0.017811110984569216,0.02006358403407816,809.0,1.4898710865561695,0.0017822053420095724,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.401436570357313,5807
PA2G4,0.01241396175559123,0.6867402147077699,0,-0.2097570095227708,0.47777731236724436,0,25,194.0,51.0,rest_qc_pass,-,-0.6931471805599454,-0.6867402147077699,-0.47777731236724436,-0.01241396175559123,0.2097570095227708,214.0,0.39410681399631675,-0.1415541442140193,depleting-at-rest,False,False,True,True,False,True,fail,False,evidence,-1.4044133436505144,5808
BAHD1,0.0012456604771056284,0.5735534624016067,0,0.008009365821770944,-0.1014957087212026,0,393,420.0,31.0,rest_qc_pass,-,2.5106150064982073,-0.5735534624016067,0.1014957087212026,-0.0012456604771056284,-0.008009365821770944,389.0,0.716390423572744,0.11061917267993072,non-depleting,False,False,True,True,False,False,pass,False,evidence,-1.4067426500151217,5809
MOB1A,-0.09008214646461916,-0.05004840296248636,0,-0.2402771959009921,-0.6561632442279478,0,1,894.0,374.0,rest_qc_pass,-,-5.233778845410465,0.05004840296248636,0.6561632442279478,0.09008214646461916,0.2402771959009921,793.0,1.4604051565377532,0.17295396547933936,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.4072162752781472,5810
INF2,-0.11022353031016606,-0.18985876891405185,0,-0.28516936216453204,-0.7809681035179883,0,1,261.0,5.0,rest_qc_pass,-,-1.0986122886681096,0.18985876891405185,0.7809681035179883,0.11022353031016606,0.28516936216453204,221.0,0.40699815837937386,0.24000343717845293,depleting-at-rest,False,False,False,True,False,True,fail,False,evidence,-1.4085507285358112,5811
TRIM47,-0.22249428428453621,-0.19055625446354305,0,-0.3390911443209227,-0.7829281047547405,0,16,523.0,2.0,rest_qc_pass,-,1.7346010553881064,0.19055625446354305,0.7829281047547405,0.22249428428453621,0.3390911443209227,671.0,1.2357274401473297,-0.35950181995324215,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.4122122727146547,5812
NCKAP1L,-0.04157880253816432,0.2750473205318851,0,-0.10323038070605871,-0.36950383884097265,0,590,645.0,2947.0,rest_qc_pass,-,-1.6070662359031287,-0.2750473205318851,0.36950383884097265,0.04157880253816432,0.10323038070605871,867.0,1.5966850828729282,-0.4267328329112186,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.4138002490504595,5813
CLEC2B,0.1310129155981843,0.3825092934856583,0,-0.07815795819244505,-0.2741820026057078,0,3,285.0,2.0,rest_qc_pass,-,0.2876820724517808,-0.3825092934856583,0.2741820026057078,-0.1310129155981843,0.07815795819244505,212.0,0.39042357274401474,0.4268976544889048,depleting-at-rest,False,False,True,True,False,True,fail,False,evidence,-1.4144320570669071,5814
SQOR,-0.362095997500353,-0.4446511211280711,0,-0.47586852073083263,-1.0100164253491029,0,6,1163.0,7.0,rest_qc_pass,-,-0.13353139262452252,0.4446511211280711,1.0100164253491029,0.362095997500353,0.47586852073083263,1050.0,1.9337016574585635,0.14746176891973353,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.415361312784876,5815
NDUFA11,-0.2476121462188151,-0.44379328271985136,1,-0.38894486804259415,-1.0093740971722946,0,26,378.0,4.0,rest_qc_pass,-,1.6863989535702288,0.44379328271985136,1.0093740971722946,0.2476121462188151,0.38894486804259415,405.0,0.7458563535911602,-0.0995356735509144,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.4156904731792985,5816
HEBP1,-0.06903037349684567,-0.2577435546529824,0,-0.45713599527505977,-0.8446025284673031,0,1,641.0,1.0,rest_qc_pass,-,0.0,0.2577435546529824,0.8446025284673031,0.06903037349684567,0.45713599527505977,827.0,1.5230202578268877,-0.36756297255253356,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.417494462641944,5817
MTFR1,0.22417247848972185,0.5096936222471649,0,-0.08575634398238811,-0.16310920654161815,0,15,1141.0,5.0,rest_qc_pass,-,0.9808292530117262,-0.5096936222471649,0.16310920654161815,-0.22417247848972185,0.08575634398238811,1214.0,2.2357274401473295,-0.08946962996700038,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.4199441400506854,5818
CAMTA2,-0.2927194489892808,-0.16684922735502006,0,-0.66483688429837,-0.7651062019984598,0,35,93.0,,rest_absent,absent,,0.16684922735502006,0.7651062019984598,0.2927194489892808,0.66483688429837,,,,unknown,False,False,False,True,False,False,indeterminate,False,evidence,-1.421115748970261,5819
UBE3C,0.17957248830534972,0.69392242223272,0,0.07684398877721342,0.32335293535125204,0,3,652.0,28.0,rest_qc_pass,-,-1.9810014688665836,-0.69392242223272,-0.32335293535125204,-0.17957248830534972,-0.07684398877721342,621.0,1.143646408839779,0.07027869601059614,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.4218662707449872,5820
ATXN2,-0.36848357966447565,-0.4086038308590696,0,-0.7370671950794938,-0.9804657399305268,0,1,264.0,1.0,rest_qc_pass,-,0.0,0.4086038308590696,0.9804657399305268,0.36848357966447565,0.7370671950794938,311.0,0.572744014732965,-0.23637665077214917,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.4221985425484271,5821
SNRK,-0.21007515558819068,-0.4308490502266848,0,-0.3956397571064317,-1.0004414071833827,0,4,363.0,5.0,rest_qc_pass,-,-0.18232155679395468,0.4308490502266848,1.0004414071833827,0.21007515558819068,0.3956397571064317,447.0,0.8232044198895028,-0.300305283187567,non-depleting,False,False,False,True,False,True,fail,False,evidence,-1.4227332740200418,5822
PSMF1,0.22097754685117796,0.6947403367528635,0,-0.0393687891878444,0.1283204164520293,0,126,1383.0,399.0,rest_qc_pass,-,-1.1472774606493905,-0.6947403367528635,-0.1283204164520293,-0.22097754685117796,0.0393687891878444,1589.0,2.9263351749539597,-0.20031796819802483,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.423853821569714,5823
ATP8A1,-0.042622448992770456,0.0673128156746874,0,-0.2949645985654609,-0.5583381750131792,0,2,1090.0,3.0,rest_qc_pass,-,-0.2876820724517808,-0.0673128156746874,0.5583381750131792,0.042622448992770456,0.2949645985654609,964.0,1.7753222836095763,0.17722308343432705,non-depleting,False,False,True,True,False,True,fail,False,evidence,-1.4250624371950018,5824
