target_contrast_gene_name,naive_suppression,tolerance_suppression,stim_de_genes,n_cells_target,rest_de_genes,is_core_essential,is_iei,rank,in_top,matched_background
SRPK2,-0.2600591146205019,0.15499482080872223,1,598.0,2.0,False,False,5650,False,False
CREB1,-0.26017228891434935,0.7416015926107609,489,797.0,200.0,False,False,5651,False,False
C1orf174,-0.26019953735303747,0.13624517530243255,1,752.0,2.0,False,False,5652,False,False
SLC66A2,-0.26045082605385944,-0.5268852231392336,2,1119.0,3.0,False,False,5653,False,False
TGIF1,-0.26086554013415325,0.6921760927176263,6,483.0,8.0,False,False,5654,False,False
S100P,-0.2613287324619451,0.22345842582644407,2,903.0,2.0,False,False,5655,False,False
SIVA1,-0.26152323259787497,0.35783326886927824,2,1070.0,5.0,False,False,5656,False,False
ZBED2,-0.2618329539438448,-0.06917033098433796,9,914.0,0.0,False,False,5657,False,False
C10orf88,-0.26216720150591805,0.5622187572187853,2,590.0,10.0,False,False,5658,False,False
NLRP2,-0.26228963152621154,0.07480075154926619,1,846.0,7.0,False,False,5659,False,False
SLA2,-0.2624567113782487,-0.26821354750173754,4,702.0,15.0,False,False,5660,False,False
MTIF3,-0.2624915736622032,0.4976733938245379,1,282.0,2.0,False,False,5661,False,False
TAGLN2,-0.26254226897831234,-0.4799592430814271,2,666.0,1.0,False,False,5662,False,False
CHD4,-0.26305388412582353,-0.5522189226091994,417,233.0,1200.0,True,False,5663,False,False
RAB35,-0.2634164746585928,-0.7462586871939825,4,539.0,3.0,False,False,5664,False,False
LETM2,-0.2634780256818788,0.3000232451202805,386,491.0,18.0,False,False,5665,False,False
TRIM26,-0.26364469245325656,0.04696965356782422,3,192.0,1.0,False,False,5666,False,False
TMEM120B,-0.26385239780266295,-0.4404018804488666,2,249.0,0.0,False,False,5667,False,False
C5orf24,-0.26480531419656095,-0.059598010362672885,1,139.0,0.0,False,False,5668,False,False
PPP2R5E,-0.26529730704878546,0.15067201202363395,2,405.0,1.0,False,False,5669,False,False
MBD1,-0.26540610228857214,-0.4964009888942829,2,439.0,2.0,False,False,5670,False,False
NAALADL1,-0.26554908414241624,-0.1680360894587133,11,697.0,5.0,False,False,5671,False,False
NECAP2,-0.2656934851959017,-0.5138616603742588,11,361.0,8.0,False,False,5672,False,False
CSRNP2,-0.26604472749992125,0.02881116537829811,1,985.0,2.0,False,False,5673,False,False
TBC1D25,-0.2688219504017803,0.011432548660790551,1,937.0,2.0,False,False,5674,False,False
UBE2F,-0.26924523248185783,-0.8138572117985307,27,200.0,8.0,False,False,5675,False,False
SUMO2,-0.26941405832373233,-0.241985634982553,21,1058.0,14.0,False,False,5676,False,False
PDCD1,-0.2694397416309397,0.06284964737628132,2,267.0,0.0,False,True,5677,False,False
ZNF253,-0.26971182968627794,-0.22770535912304288,1,772.0,3.0,False,False,5678,False,False
PI4K2B,-0.269833055743997,-0.3984709475285206,2,834.0,3.0,False,False,5679,False,False
LRP11,-0.2702013583517978,-0.12802955801327837,4,1575.0,2.0,False,False,5680,False,False
SCAF1,-0.27054371782197173,0.48699883419626006,2,262.0,2.0,False,False,5681,False,False
ATF6B,-0.2711566300317325,-0.6446095087939088,30,180.0,6.0,False,False,5682,False,False
MTHFD1,-0.271462128825017,-0.6444113994454541,1188,44.0,44.0,False,True,5683,False,False
GPALPP1,-0.2714782780038139,-0.959554838411672,152,54.0,156.0,False,False,5684,False,False
SMCHD1,-0.271875036640751,0.004850464660710103,2,497.0,9.0,False,False,5685,False,False
SNX4,-0.27191693053098276,-0.42860009263093996,1,451.0,16.0,False,False,5686,False,False
WDR37,-0.27201597595079086,-0.9258333737750607,3,452.0,4.0,False,False,5687,False,False
TMEM141,-0.2720473231277167,0.30175490662027205,1,1187.0,1.0,False,False,5688,False,False
SDHAF4,-0.2722478616094063,-0.7288800890731123,8,485.0,2.0,False,False,5689,False,False
NMT2,-0.2729324919497292,-0.5965394146098537,19,1472.0,45.0,False,False,5690,False,False
SETD6,-0.27296068811998797,-0.22104931912827716,3,712.0,1.0,False,False,5691,False,False
SAT2,-0.27363685475021315,-0.0779034630805292,6,1577.0,8.0,False,False,5692,False,False
ADNP2,-0.2737481082500828,0.5802530275141611,97,1307.0,58.0,False,False,5693,False,False
RTL8A,-0.2738547718330093,0.062219037603542623,7,693.0,2.0,False,False,5694,False,False
CMTM8,-0.27392351815360144,-0.43684479842668167,1,981.0,1.0,False,False,5695,False,False
CXCR6,-0.2740883990699959,-0.9091606499892667,1,513.0,0.0,False,False,5696,False,False
GPS2,-0.27418890698813025,-0.05660166647645607,84,531.0,317.0,False,False,5697,False,False
SNAP23,-0.27437927048024513,-0.18326542852867347,188,323.0,88.0,False,False,5698,False,True
EDEM2,-0.2743888241154012,-0.08002962949252335,6,627.0,9.0,False,False,5699,False,False
FIGNL1,-0.27442637221169375,0.033935045220454416,346,230.0,539.0,False,False,5700,False,False
QNG1,-0.2745135342034345,-0.5400352284936369,52,80.0,188.0,False,False,5701,False,False
FAM53C,-0.27472971601182233,0.04385750048180361,3,680.0,4.0,False,False,5702,False,False
SHPK,-0.27476429489649257,0.23863769535846377,3,583.0,2.0,False,False,5703,False,False
NDUFS5,-0.27503821412341417,-0.21450455257689935,301,386.0,2.0,False,False,5704,False,False
NCKAP1L,-0.275047320531885,0.36950383884097265,590,645.0,2947.0,False,False,5705,False,False
ORAI1,-0.2751182572814541,0.38996952095720216,77,306.0,3.0,False,True,5706,False,True
GATAD2A,-0.2751434163307187,-0.3089948603954521,1,664.0,1.0,False,False,5707,False,False
AP2S1,-0.27525237139668685,-0.3867333701947751,33,60.0,14.0,False,False,5708,False,False
ELK3,-0.27533817253242626,-0.07930947560614607,1,788.0,1.0,False,False,5709,False,False
AP1S2,-0.27534786201148354,-0.31819305885978594,4,461.0,221.0,False,False,5710,False,False
GDAP1,-0.27536210377726533,0.3457925787361459,57,797.0,3.0,False,False,5711,False,False
TAP2,-0.27537642773906834,-0.11990323978010155,3,481.0,4.0,False,True,5712,False,False
MYB,-0.2753803838403517,-0.8746303655703491,1222,1166.0,1325.0,False,False,5713,False,False
CHMP2B,-0.2753885369590908,-0.2433956613735335,2,532.0,2.0,False,False,5714,False,False
NME3,-0.2754880011080325,-0.6023087488155209,5,277.0,2.0,False,False,5715,False,False
ZNF107,-0.275676177169556,0.2996025001969562,4,339.0,3.0,False,False,5716,False,False
EIF5,-0.2756952192421596,-0.8808803945749806,4,487.0,2.0,False,False,5717,False,False
TSR3,-0.2760409588625928,-0.2965172363957543,2,504.0,2.0,False,False,5718,False,False
CKB,-0.2760538440362324,-0.0709219400420047,1,320.0,0.0,False,False,5719,False,False
SERPINE2,-0.2760782875872027,0.534727026964934,2,464.0,1.0,False,False,5720,False,False
WASHC3,-0.2762534933470472,0.12814502765245117,1,240.0,13.0,False,False,5721,False,False
PM20D2,-0.2765546282546986,0.8043865895649112,6,375.0,11.0,False,False,5722,False,False
LONP2,-0.276748791792936,0.10745539994855505,5,1262.0,2.0,False,False,5723,False,False
ZNF18,-0.27677325255435886,0.45015707849823955,3,993.0,128.0,False,False,5724,False,False
LGALS1,-0.2770570822534832,-0.8107276644871858,2,793.0,6.0,False,False,5725,False,False
ALKBH5,-0.2774545913342683,-0.18912603554132568,4,1218.0,7.0,False,False,5726,False,False
SBNO1,-0.2777670030330771,0.0692251860103011,8,78.0,229.0,False,False,5727,False,False
CLINT1,-0.27778663647828516,0.06613350190075559,2,872.0,2.0,False,False,5728,False,False
CSK,-0.2781566675116716,-0.1083679017621658,49,1247.0,548.0,False,False,5729,False,False
RCBTB2,-0.278180526179345,-0.4956521690745492,3,1085.0,6.0,False,False,5730,False,False
PANK1,-0.27849604151139007,0.34888280373322483,5,1128.0,1.0,False,False,5731,False,False
UBLCP1,-0.27902709400705555,-0.2559249476148774,2,753.0,4.0,False,False,5732,False,False
ZNF280D,-0.279247043307841,-0.24590650510080675,130,1097.0,66.0,False,False,5733,False,False
PBRM1,-0.27929654554474265,-0.1300514724927972,2,362.0,4.0,False,False,5734,False,False
NEU3,-0.27932408478688,-0.30054438030085184,1,642.0,1.0,False,False,5735,False,False
ST6GALNAC4,-0.2794516035764367,-0.35977573717748956,2,787.0,1.0,False,False,5736,False,False
RALBP1,-0.2794701485288674,0.17254224191378453,12,428.0,10.0,False,False,5737,False,True
TYSND1,-0.2796441008300997,-0.2756195752465049,2,519.0,1.0,False,False,5738,False,False
DNAJB1,-0.28015411036311205,0.08323601634695425,7,949.0,4.0,False,False,5739,False,False
ACO1,-0.28020838710344725,-0.23263662252091175,1,473.0,1.0,False,False,5740,False,False
ABCB8,-0.2802808075489286,-0.15187741695977733,4,339.0,3.0,False,False,5741,False,False
CNNM2,-0.28036648343243004,-0.9839781611473722,10,688.0,6.0,False,False,5742,False,False
PLEKHM2,-0.28058451012411256,-0.8264559578344289,1,252.0,5.0,False,False,5743,False,False
AMIGO2,-0.28100029416150096,0.030854060179595983,3,477.0,4.0,False,False,5744,False,False
NFE2L3,-0.2810682713570477,-0.10209354042785483,6,828.0,1.0,False,False,5745,False,False
CGRRF1,-0.28169455412509337,0.7757702432502249,1,483.0,1.0,False,False,5746,False,False
ATF7IP,-0.2817253507469596,-0.344705885859894,74,3791.0,8.0,False,False,5747,False,False
USP7,-0.28181198995440954,0.33485362668247237,1247,154.0,1028.0,False,False,5748,False,False
ZNF274,-0.28234149295559124,-0.33007032180984375,144,579.0,146.0,False,False,5749,False,False
ZCCHC7,-0.2826434078446316,-0.19346449047089473,2,723.0,2.0,False,False,5750,False,False
ZSCAN2,-0.2827640219186103,0.30692774197145606,3,813.0,197.0,False,False,5751,False,False
FAM3A,-0.2829774169619754,0.11065131360815109,3,814.0,2.0,False,False,5752,False,False
C8orf76,-0.28332822912880923,-1.1150503060178631,1,653.0,1.0,False,False,5753,False,False
COPS7A,-0.284551662474996,-0.5494207791960241,2,1141.0,1.0,False,False,5754,False,False
INPP5F,-0.2846175479624032,-0.28934155203481876,41,805.0,39.0,False,False,5755,False,False
DPH6,-0.28490426849579276,-0.5613986787082871,718,209.0,32.0,False,False,5756,False,False
ELOC,-0.2860623658188557,-0.14915060620522844,6,575.0,64.0,False,False,5757,False,False
CCDC32,-0.28607599385907306,-0.4608090914768638,1,1027.0,3.0,False,False,5758,False,False
AP1G2,-0.2862002181065556,-0.6630037339509665,2,701.0,2.0,False,False,5759,False,False
DNAJC18,-0.28621085936842067,-0.18455293819403001,2,906.0,4.0,False,False,5760,False,False
JAM3,-0.2868863395909456,-0.4337361874914135,2,422.0,1.0,False,False,5761,False,False
JMJD8,-0.2872880932063919,-0.10060273838366435,2,714.0,5.0,False,False,5762,False,False
CCR4,-0.2873377221045793,0.10120142057882625,5,398.0,508.0,False,False,5763,False,False
RGS10,-0.2881540055702113,0.1617401195620685,3,541.0,3.0,False,False,5764,False,False
GALT,-0.2883427249861967,-0.8420309558140959,5,1045.0,3.0,False,False,5765,False,False
CCDC85C,-0.2894208443179435,-0.6363388630539103,1,561.0,2.0,False,False,5766,False,False
EPSTI1,-0.28962401302401636,-0.6067820714549832,3,930.0,3.0,False,False,5767,False,False
NFX1,-0.28999432415185217,-0.452932779222569,1,814.0,2.0,False,False,5768,False,False
UPRT,-0.2906646443665028,0.2298855705329812,26,582.0,1.0,False,False,5769,False,False
NFU1,-0.2908985194354207,-0.15323602318504162,282,278.0,5.0,False,False,5770,False,False
JPT1,-0.2910057357237111,-0.11580570674685614,1,638.0,7.0,False,False,5771,False,False
UIMC1,-0.2911946781518256,0.7380898507867086,3,1006.0,2.0,False,False,5772,False,False
ARID3B,-0.29209086067331186,-0.2629809202471698,12,386.0,1.0,False,False,5773,False,False
CSNK2A2,-0.2922167102673132,0.4404267425995584,12,732.0,110.0,False,False,5774,False,False
IPO9,-0.2930532886470947,0.23160042119580654,258,79.0,84.0,False,False,5775,False,False
ENOX2,-0.2937280694815505,-0.45166157761026793,4,593.0,1.0,False,False,5776,False,False
SENP7,-0.29376485613146713,-0.25871039829611003,5,288.0,3.0,False,False,5777,False,False
MAP3K21,-0.29525540851862475,-0.8832239835076235,8,889.0,2.0,False,False,5778,False,False
ANKEF1,-0.29533397915174964,0.47706795350943526,2,1395.0,3.0,False,False,5779,False,False
GLI4,-0.29538510721083006,-0.0380595332643435,4,714.0,5.0,False,False,5780,False,False
NAMPT,-0.29566040213149175,1.331931105747389,14,158.0,19.0,False,False,5781,False,False
LAX1,-0.2959797659151715,0.14552305895065512,1,730.0,1.0,False,False,5782,False,False
BBS10,-0.29636549666879647,0.39434848534257116,23,1276.0,44.0,False,False,5783,False,False
DYNC1LI2,-0.29693259512949455,0.212892462882954,1,1003.0,1.0,False,False,5784,False,False
FAM83D,-0.2975888201734594,-0.7323354360383312,1,1388.0,1.0,False,False,5785,False,False
DVL2,-0.2977640910217157,-0.2986028018685242,3,516.0,1.0,False,False,5786,False,False
PIEZO1,-0.2978333421631774,0.4361649442245328,2,394.0,4.0,False,False,5787,False,False
ORAI2,-0.2979647670564724,-0.31644315030498693,15,759.0,1.0,False,False,5788,False,False
HDDC3,-0.29805049915738757,0.07818910296709708,2,767.0,3.0,False,False,5789,False,False
MAX,-0.29830024802810085,-0.21628373733949693,101,1208.0,90.0,False,False,5790,False,False
ZNF566,-0.2983103697396507,-1.631638633588517,17,285.0,8.0,False,False,5791,False,False
GTF2A1,-0.3000984208514056,0.2265964428296089,43,905.0,8.0,False,False,5792,False,False
GORAB,-0.3016054823619912,-0.08383779030378813,2,498.0,5.0,False,False,5793,False,False
FLT3LG,-0.30166637141773567,-0.3448863674633184,9,681.0,4.0,True,True,5794,False,False
FBXO22,-0.30193379972585405,-0.41856275938902887,1,792.0,1.0,False,False,5795,False,False
LIN37,-0.30292391770253335,-1.1199054078629758,25,298.0,143.0,False,False,5796,False,False
AP3M1,-0.3030694362585962,-0.7878593338070998,3,851.0,1.0,False,False,5797,False,False
COMMD9,-0.30360290098936277,0.1395934318207148,23,1189.0,1.0,False,False,5798,False,False
TRMT1,-0.3037203268960489,-0.280274222264972,2,524.0,1.0,False,False,5799,False,False
FNBP4,-0.3037620886976346,-0.2044823662263462,539,132.0,621.0,False,False,5800,False,False
L3HYPDH,-0.30385338409787466,-0.15965513333832004,3,431.0,2.0,False,False,5801,False,False
MFSD11,-0.3042205131832677,0.09609806627454917,24,1377.0,8.0,False,False,5802,False,False
NRM,-0.3043741100455084,-0.637877170266184,1,636.0,1.0,False,False,5803,False,False
HVCN1,-0.3056024970346682,-0.4606101065313805,1,741.0,1.0,False,False,5804,False,False
GCC2,-0.30603993693002385,-0.16940817941617092,1,588.0,3.0,False,False,5805,False,False
FBXL5,-0.30621779892908796,0.6368870641525871,3,209.0,8.0,False,False,5806,False,False
SINHCAF,-0.30674240858201884,0.2175833256471734,411,555.0,58.0,False,False,5807,False,False
ATAD1,-0.3069818578686298,0.2877271120214308,3,823.0,1.0,False,False,5808,False,False
TSTD1,-0.3079631014067202,-0.4685484359509762,3,773.0,2.0,False,False,5809,False,False
MBIP,-0.30816572701895617,-0.07772141757087092,308,239.0,11.0,False,False,5810,False,False
FEM1C,-0.3089584556399859,0.02797446951481137,2,278.0,1.0,False,False,5811,False,False
ATG13,-0.3093345353663218,-0.1350459608951473,1,497.0,3.0,False,False,5812,False,False
TBC1D22A,-0.30993823170831136,-0.11376124479962356,3,293.0,3.0,False,False,5813,False,False
CCR2,-0.3105451579358018,0.16918958240446882,5,697.0,16.0,False,True,5814,False,False
C15orf39,-0.31089603840235625,-0.39964717985471665,9,620.0,6.0,False,False,5815,False,False
PRKD2,-0.311113923859872,0.03136008489945631,72,975.0,2.0,False,False,5816,False,False
FANCA,-0.31144728149908213,-0.5479285566455956,40,360.0,37.0,False,True,5817,False,False
SMUG1,-0.3119490708556111,-0.5937817535462305,4,961.0,1.0,False,False,5818,False,False
TUBA4A,-0.3121000699322053,0.3596178026224403,1,326.0,1.0,False,False,5819,False,False
CALM2,-0.312308817692542,-0.5107173589508553,1,543.0,3.0,False,False,5820,False,False
TM7SF2,-0.3123339460375307,-0.1734364138291856,2,944.0,2.0,False,False,5821,False,False
LASP1,-0.31370987371808545,0.5197789794788183,2,1042.0,2.0,False,False,5822,False,False
RGL2,-0.31445181246793663,-0.4060626968418297,5,768.0,4.0,False,False,5823,False,False
SLC39A1,-0.314850751759246,-0.314083374635995,3,1434.0,6.0,False,False,5824,False,False
ATG5,-0.31496106891641124,-0.06394062580169346,4,284.0,9.0,False,False,5825,False,False
HMGN1,-0.31747167490478917,-0.2511591748256961,1,732.0,1.0,False,False,5826,False,False
LAMTOR1,-0.31958474493577216,-0.14135430972685792,10,140.0,34.0,False,False,5827,False,False
ADAT1,-0.3197832717724394,-0.12096373095213038,3,481.0,4.0,False,False,5828,False,False
TMEM97,-0.31982936111043436,-0.31548078623850495,3,938.0,1.0,False,False,5829,False,False
KMT2B,-0.3203602658739614,-0.0209176712634908,57,607.0,35.0,False,False,5830,False,False
SS18L2,-0.3208202748969984,-0.23536317223854797,432,280.0,8.0,False,False,5831,False,False
AMPD3,-0.3211563656021824,-0.2344390480720674,2,1490.0,5.0,False,False,5832,False,False
PRSS53,-0.32147003374579386,-0.4919081180319808,4,655.0,3.0,False,False,5833,False,False
PSME1,-0.321958988361346,0.058713757030310405,6,801.0,4.0,False,False,5834,False,False
RABIF,-0.32196672637864476,-0.1581463757230449,1,845.0,10.0,False,False,5835,False,False
ZNF708,-0.3221721000868333,-0.19200780460615985,1,1103.0,1.0,False,False,5836,False,False
TMEM185A,-0.3221768017240828,-0.28251971932705,28,1487.0,65.0,False,False,5837,False,False
WIPI2,-0.3232603956085849,0.13450590086284006,24,353.0,32.0,False,False,5838,False,False
CIART,-0.32363743545021634,0.07406849496020838,8,1631.0,0.0,False,False,5839,False,False
CDK5RAP1,-0.3240861217647866,0.41271485041049183,1,1086.0,2.0,False,False,5840,False,False
LDOC1,-0.32410781699112345,-0.18987852482718381,3,632.0,1.0,False,False,5841,False,True
NR4A3,-0.32419276438632155,-0.2797906081404366,396,216.0,0.0,False,False,5842,False,False
CREBRF,-0.32425606213805147,-0.7078941387497654,1,338.0,1.0,False,False,5843,False,False
IFI35,-0.3242924640495509,0.20423816747139348,1,659.0,2.0,False,False,5844,False,False
RCAN3,-0.3244016748116115,0.5783667735148461,15,658.0,8.0,False,False,5845,False,False
EPHX2,-0.3247267198305368,0.09400363744938117,1,812.0,2.0,False,False,5846,False,False
MRNIP,-0.3249635565572756,0.47043212157657216,3,473.0,1.0,False,False,5847,False,False
RNF44,-0.32600032301789456,-0.07339979411235155,2,770.0,1.0,False,False,5848,False,False
MBD6,-0.3263091919423383,-0.3498453440454068,1,644.0,1.0,False,False,5849,False,False
TTPAL,-0.3267929704400326,0.7873317746375263,3,576.0,2.0,False,False,5850,False,False
PSAP,-0.3272238752314453,0.12049252933807764,2,882.0,1.0,False,False,5851,False,False
TBC1D5,-0.3273886768614995,-0.32331424888756033,23,819.0,1.0,False,False,5852,False,False
CCDC138,-0.32773200091294963,-0.5096410428329103,16,889.0,178.0,False,False,5853,False,False
P2RY10,-0.32780860848581334,-0.1283363393280166,3,730.0,2.0,False,False,5854,False,False
METTL26,-0.32795770391353024,-0.3432658779282833,9,948.0,3.0,False,False,5855,False,False
CYB5B,-0.32821590591981475,0.06882246708113511,5,360.0,3.0,False,False,5856,False,False
BCKDK,-0.32892047446187617,0.4049507213113712,1,462.0,1.0,False,False,5857,False,False
HYCC1,-0.32990411770568034,-0.05184628579480363,1,719.0,1.0,False,False,5858,False,False
RBM5,-0.3300072241852706,-0.29274349747784945,307,482.0,29.0,False,False,5859,False,False
GIGYF2,-0.3300754401399568,-0.31300375344056,316,356.0,158.0,False,False,5860,False,False
MYO18A,-0.3303067777306511,0.90492931571374,17,1164.0,94.0,False,False,5861,False,False
RANBP9,-0.33091405423429887,-0.5931295451977553,1,304.0,1.0,False,False,5862,False,False
COX8A,-0.3312952880691818,-0.46147143950874675,1,700.0,2.0,False,False,5863,False,False
LAMP1,-0.33132565966612665,-0.02360539466140262,32,910.0,238.0,False,False,5864,False,False
ZNF227,-0.3313447150889173,-0.16707922203972828,5,437.0,3.0,False,False,5865,False,False
FHIP1B,-0.3321817014164437,-0.31037939860348285,5,606.0,1.0,False,False,5866,False,False
NINJ1,-0.33275061635181025,-0.16936576758847177,1,252.0,1.0,False,False,5867,False,False
FAM111B,-0.33300411912447525,-0.5558821755502227,1,631.0,1.0,False,False,5868,False,False
DENR,-0.3340263293558593,0.8892720908445685,1483,703.0,1897.0,False,False,5869,False,False
ARMCX5,-0.3342627486290859,0.2736972406013398,3,612.0,1.0,False,False,5870,False,False
DGKQ,-0.3346487517146809,-0.30143953198421164,2,1261.0,1.0,False,False,5871,False,False
CD6,-0.3362161106210302,-0.7219993325315021,1,711.0,5.0,False,False,5872,False,False
SUCLG1,-0.3363464480843486,0.4851090324191133,69,755.0,2.0,False,False,5873,False,False
PRF1,-0.33635884250998205,-0.19293236595555022,3,681.0,19.0,False,True,5874,False,False
CAPN7,-0.3382255709825628,-0.27772666413638086,1,678.0,1.0,False,False,5875,False,False
TGIF2,-0.3383562697469173,-1.044546903242339,106,589.0,4.0,False,False,5876,False,False
YARS2,-0.33888303338760284,-0.29025987869467484,42,882.0,3.0,False,False,5877,False,False
VWA5A,-0.33909070094470956,-0.47670670589483216,1,892.0,2.0,False,False,5878,False,False
DYM,-0.33965037145484894,-0.22798624156383285,2,756.0,1.0,False,False,5879,False,False
IWS1,-0.3402141020716776,0.2883182774337094,410,325.0,686.0,False,False,5880,False,False
WDFY1,-0.3403286081070415,-0.7281419627821457,55,11510.0,6.0,False,False,5881,False,False
ABRAXAS1,-0.3413558028551885,-0.2616270919067594,4,518.0,2.0,False,False,5882,False,False
GBP3,-0.34146388019268814,-1.7132471134980554,2,685.0,1.0,False,False,5883,False,False
SLC30A9,-0.34174173538322766,-0.4844158547487548,2,829.0,1.0,False,False,5884,False,False
MSRB1,-0.3424542755060019,-0.5546117106628298,1,540.0,1.0,False,False,5885,False,False
PPP1R37,-0.3430200630448196,0.4913780821805836,7,612.0,4.0,False,False,5886,False,False
TNFAIP8L1,-0.3435407207288371,-0.2448105509956448,1,571.0,1.0,False,False,5887,False,False
METTL17,-0.34363317054507375,-0.18990130875480013,53,647.0,8.0,False,False,5888,False,False
TMX3,-0.3437346734168911,-0.26818598783567027,2,356.0,2.0,False,False,5889,False,False
MTA2,-0.34389195048707333,-0.3637299240004871,1172,172.0,1522.0,False,False,5890,False,False
BTBD6,-0.3443768426146811,-0.22001953652501857,4,970.0,4.0,False,False,5891,False,False
UQCRB,-0.345293711635988,-0.24423939873603795,579,118.0,360.0,False,False,5892,False,False
ING3,-0.34533870662287813,-0.014379371342990397,119,239.0,9.0,False,False,5893,False,False
TBC1D15,-0.34535619092680164,-0.3438335227293618,5,748.0,6.0,False,False,5894,False,False
MTMR14,-0.34685808817973485,-0.3956331078768161,3,293.0,4.0,False,False,5895,False,False
CALM1,-0.34803790697134374,-0.3578594772151982,2,805.0,2.0,False,False,5896,False,False
TRMT2B,-0.3486316403222228,-0.6458182463688682,2,544.0,3.0,False,False,5897,False,False
PPP1R3F,-0.34876743617541317,1.0389284703123915,1,621.0,1.0,False,False,5898,False,False
LMAN2,-0.3490463608970452,0.12780512797321267,5,581.0,1.0,False,False,5899,False,False
DDX20,-0.3490767753109911,-0.29508933863600145,2,534.0,2.0,False,False,5900,False,True
EIF3L,-0.3494641068177126,0.2502934690344258,206,292.0,142.0,False,False,5901,False,False
TBPL1,-0.34951609898900554,-0.27368122340070034,58,473.0,24.0,False,False,5902,False,False
DOK4,-0.35034673579834774,-0.5001157500275047,4,1580.0,2.0,False,False,5903,False,False
WDR11,-0.35077798780042835,0.13359069132971868,1,568.0,1.0,False,False,5904,False,False
CTNNBL1,-0.3511615218094086,-0.42030628734209946,61,47.0,27.0,False,True,5905,False,False
VSIG10,-0.3514600562946737,-0.09387109642019882,3,1154.0,0.0,False,False,5906,False,False
DCTPP1,-0.3522903580204617,-0.5582090211912871,6,386.0,177.0,False,False,5907,False,False
PTER,-0.35245900571844413,-0.1578159419365483,1,603.0,1.0,False,False,5908,False,False
CMSS1,-0.3539462132676308,-0.037733554114566754,3,1200.0,1.0,False,False,5909,False,True
CHST10,-0.35397312704518874,-0.25572221199689704,2,1582.0,3.0,False,False,5910,False,False
PPP3CB,-0.3540215020846773,0.36383364554096675,3,320.0,3.0,False,False,5911,False,False
ZRANB2,-0.35538711696975095,-0.6174193859677612,172,215.0,39.0,False,False,5912,False,False
MTMR2,-0.355627884136278,-0.18169305709379016,4,135.0,1.0,False,False,5913,False,False
ZNF382,-0.35640620157591707,-1.0299546623807059,1,572.0,0.0,False,False,5914,False,False
POLR3GL,-0.3574566044502778,-0.7743909641148338,16,206.0,1.0,False,False,5915,False,False
STAT6,-0.3576865285872234,0.270938521220067,1128,779.0,3.0,False,True,5916,False,False
OST4,-0.3581537368463733,-1.0371012709969825,115,1168.0,10.0,False,False,5917,False,False
VRK2,-0.35839406842028376,-1.2432509590085221,30,270.0,7.0,False,False,5918,False,False
SMPD1,-0.35848342705214903,0.8218066625106565,74,646.0,3.0,False,False,5919,False,False
TCTN1,-0.35849241241977176,-0.6723620960143726,2,1069.0,1.0,False,False,5920,False,False
APOL6,-0.3591970160926343,1.54509450950746,2,317.0,4.0,False,False,5921,False,False
TMED4,-0.35931081086569233,0.34882628816482886,41,911.0,92.0,False,False,5922,False,False
CROT,-0.36078117881255667,-0.0539281666341637,46,316.0,146.0,False,False,5923,False,False
FGD3,-0.36177357812046923,-0.42778806759347876,31,558.0,2.0,False,False,5924,False,False
DCUN1D2,-0.36210269576480875,0.6224893685261603,11,225.0,2.0,False,False,5925,False,False
HEBP2,-0.36249221043702606,-0.0016178846207968414,1,571.0,2.0,False,False,5926,False,False
CDV3,-0.36264723551188244,-0.030210125454368172,1,508.0,4.0,False,False,5927,False,False
SNX14,-0.363595527879026,0.1580133233571221,3,495.0,3.0,False,False,5928,False,False
STK25,-0.36389877584593383,-0.6090627787223091,8,676.0,39.0,False,False,5929,False,False
SLC26A6,-0.36396187326318774,-0.5161215400660684,2,1004.0,3.0,False,False,5930,False,False
FDXR,-0.3644446204536711,-0.08500957778896029,2,330.0,6.0,False,False,5931,False,False
CPPED1,-0.36540405639717877,-0.007848913069783458,1,920.0,1.0,False,False,5932,False,False
SNRPA,-0.36547949460613827,0.2650872932934317,6,169.0,0.0,False,False,5933,False,True
CTNNBIP1,-0.3655042262245185,-0.15824337650950948,2,508.0,2.0,False,False,5934,False,False
SFT2D2,-0.3657405256110293,-0.06852641741599706,2,1075.0,2.0,False,False,5935,False,False
TMEM242,-0.36592303639542856,-0.5114545229555155,3,174.0,7.0,False,False,5936,False,False
QDPR,-0.36606323989020945,0.47993698018748243,7,580.0,8.0,False,False,5937,False,False
KXD1,-0.3678440086873644,-0.21936893860827433,2,372.0,4.0,False,False,5938,False,False
R3HDM4,-0.36826042340328113,-0.7908048132048991,2,626.0,1.0,False,False,5939,False,False
TMEM161A,-0.3684105806790862,-0.17950705636825143,4,743.0,16.0,False,False,5940,False,False
RNF7,-0.3687383280208113,-0.503385626214071,62,99.0,34.0,False,False,5941,False,False
GPAT3,-0.3698918592374519,-0.36083525791191023,3,741.0,1.0,False,False,5942,False,False
NRBF2,-0.37044593715879093,-0.4295320726635227,1,1029.0,4.0,False,False,5943,False,False
SAP30,-0.37046456879838013,0.1940182223901527,153,461.0,40.0,False,False,5944,False,False
SLC25A30,-0.37173456984800024,-0.2602145700948491,1,320.0,1.0,False,False,5945,False,False
SLC39A8,-0.37174085665809986,-0.1265421551478173,1,649.0,2.0,False,False,5946,False,False
TMEM218,-0.3719426756797289,0.2306853891322626,1,803.0,1.0,False,False,5947,False,False
